学校招生代码,学校名称,专业招生代码,专业名称,计划,语种,学制,学费
 	0109 ,	北京体育大学  文史——普通类本科批 ,17,英语(国际体育),1,不限,4,6000
 	0109 ,	北京体育大学  文史——普通类本科批 ,18,俄语(国际体育方向),1,英俄,4,6000
 	0109 ,	北京体育大学  文史——普通类本科批 ,19,德语(国际体育方向),1,英德,4,6000
 	0109 ,	北京体育大学  文史——普通类本科批 ,22,葡萄牙语(国际体育方向),1,英语,4,6000
 	0109 ,	北京体育大学  文史——普通类本科批 ,23,新闻学(体育新闻),2,不限,4,5000
 	0109 ,	北京体育大学  文史——普通类本科批 ,24,旅游管理(体育旅游产品运营与管理方向),1,不限,4,5000
 	0109 ,	北京体育大学  文史——普通类本科批 ,26,网络与新媒体,1,不限,4,5000
 	0110 ,	北京外国语大学  文史——普通类本科批 ,	01,英语,1,英语,4,6000
 	0110 ,	北京外国语大学  文史——普通类本科批 ,	02,德语,1,不限,4,6000
 	0110 ,	北京外国语大学  文史——普通类本科批 ,33,新闻学,1,不限,4,5000
 	0110 ,	北京外国语大学  文史——普通类本科批 , 	0111 ,	北京外国语大学  文史——普通类本科批 ,	2 , , , 
 	0110 ,	北京外国语大学  文史——普通类本科批 ,40,政治学类(中外合作办学)(外交学),2,不限,4,86000
 	0113 ,	北京物资学院  文史——普通类本科批 ,	02,国际经济与贸易,1,不限,4,4200
 	0113 ,	北京物资学院  文史——普通类本科批 ,17,财务管理,1,不限,4,4200
 	0113 ,	北京物资学院  文史——普通类本科批 ,22,商务英语,1,英语,4,5000
 	0122 ,	北京邮电大学世纪学院  文史——普通类本科批 ,16,传播学,1,不限,4,26000
 	0120 ,	北京邮电大学,	0K,公共事业管理,2,不限,4,5000
 	0120 ,	北京邮电大学,	0L,英语,4,英语,4,5500
 	0120 ,	北京邮电大学,	0N,法学,2,不限,4,5000
 	0123 ,	北京语言大学  文史——普通类本科批 ,	01,英语,1,英语,4,6000
 	0123 ,	北京语言大学  文史——普通类本科批 ,17,汉语国际教育,2,不限,4,5000
 	0123 ,	北京语言大学  文史——普通类本科批 ,18,汉语言文学,3,不限,4,5000
 	0123 ,	北京语言大学  文史——普通类本科批 ,22,国际事务与国际关系,1,不限,4,5000
 	0123 ,	北京语言大学  文史——普通类本科批 ,23,金融学,2,不限,4,5000
 	0123 ,	北京语言大学  文史——普通类本科批 ,24,会计学,1,不限,4,5000
 	0123 ,	北京语言大学  文史——普通类本科批 ,25,国际经济与贸易,1,不限,4,5000
 	0128 ,	北京中医药大学东方学院 (廊坊)  文史——普通类本科批 ,	01,中医学,3,不限,5,15000
 	0128 ,	北京中医药大学东方学院 (廊坊)  文史——普通类本科批 ,	03,针灸推拿学,3,不限,5,15000
 	0128 ,	北京中医药大学东方学院 (廊坊)  文史——普通类本科批 ,	05,中西医临床医学,3,不限,5,15000
 	0128 ,	北京中医药大学东方学院 (廊坊)  文史——普通类本科批 ,11,护理学(黄骅校区)(第一学年在渤海校区学习),3,不限,4,15000
 	0128 ,	北京中医药大学东方学院 (廊坊)  文史——普通类本科批 ,13,工商管理(黄骅校区)(第一学年在渤海校区学习),3,不限,4,13500
 	0128 ,	北京中医药大学东方学院 (廊坊)  文史——普通类本科批 ,15,市场营销(黄骅校区)(第一学年在渤海校区学习),3,不限,4,13500
 	0128 ,	北京中医药大学东方学院 (廊坊)  文史——普通类本科批 ,17,公共事业管理(黄骅校区)(第一学年在渤海校区学习),3,不限,4,13500
 	0128 ,	北京中医药大学东方学院 (廊坊)  文史——普通类本科批 ,19,健康服务与管理,2,不限,4,13500
 	0127 ,	北京中医药大学  文史——普通类本科批 ,10,中医学(实验班),1,不限,5,5800
 	0127 ,	北京中医药大学  文史——普通类本科批 ,19,法学(医药卫生),1,不限,4,5000
 	0127 ,	北京中医药大学  文史——普通类本科批 ,21,英语(中医药国际传播),1,不限,4,5800
 	0129 ,	滨州学院 (山东)  文史——普通类本科批 ,21,英语(师范类),2,不限,4,4000
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 ,	05,会计学,5,不限,4,4200
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 ,	07,工商管理,10,不限,4,4000
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 ,	08,市场营销,10,不限,4,4200
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 ,	09,物流管理,10,不限,4,4200
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 ,10,汉语国际教育(师范类),34,不限,4,3500
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 ,20,法学,18,不限,4,4000
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 ,21,金融学,21,不限,4,4000
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 ,23,经济学,10,不限,4,4200
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 ,24,旅游管理,15,不限,4,4200
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 ,28,日语,35,英语,4,4400
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 ,29,法语,27,英语,4,4800
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 ,30,英语(师范类),131,英语,4,4000
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 ,31,新闻学,51,不限,4,4000
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 ,32,汉语言文学(师范类),162,不限,4,3500
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 ,39,历史学(师范类),86,不限,4,3500
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 ,40,思想政治教育(师范类),50,不限,4,3500
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 ,54,学前教育(师范类),35,不限,4,3500
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 , 	0135 ,	渤海大学 (锦州)  文史——普通类本科批 ,	100 , , , 
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 ,	06,会计学(国际本科学术互认课程)(非英语语种考生慎报),55,不限,4,20000
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 ,22,金融学(国际本科学术互认课程)(非英语语种考生慎报),45,不限,4,20000
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 , 	0137 ,	渤海大学 (锦州),	1 , , , 
 	0133 ,	渤海大学 (锦州)  文史——普通类本科批 ,52,汉语国际教育(师范类),1,不限,4,3500
 	0139 ,	沧州师范学院 (河北)  文史——普通类本科批 ,	02,思想政治教育(师范类),1,不限,4,待定
 	0139 ,	沧州师范学院 (河北)  文史——普通类本科批 ,	03,英语(师范类),2,英语,4,待定
 	0139 ,	沧州师范学院 (河北)  文史——普通类本科批 ,	04,历史学(师范类),2,不限,4,待定
 	0139 ,	沧州师范学院 (河北)  文史——普通类本科批 ,	06,小学教育(师范类),1,不限,4,待定
 	0139 ,	沧州师范学院 (河北)  文史——普通类本科批 ,	09,财务管理,1,不限,4,待定
 	0191 ,	常州大学  文史——普通类本科批 ,1P,法学(律师实务),3,不限,4,5200
 	0191 ,	常州大学  文史——普通类本科批 ,2P,社会工作(政府社会服务),3,不限,4,5200
 	0198 ,	成都东软学院  文史——普通类本科批 ,	07,财务管理,1,不限,4,16000
 	0198 ,	成都东软学院  文史——普通类本科批 ,	08,资产评估,1,不限,4,16000
 	0198 ,	成都东软学院  文史——普通类本科批 ,	09,人力资源管理,1,不限,4,16000
 	0198 ,	成都东软学院  文史——普通类本科批 ,	0B,信息管理与信息系统,1,不限,4,16000
 	0198 ,	成都东软学院  文史——普通类本科批 ,	0C,电子商务,1,不限,4,16000
 	0198 ,	成都东软学院  文史——普通类本科批 ,	0D,物流管理,1,不限,4,16000
 	0198 ,	成都东软学院  文史——普通类本科批 ,	0E,数字媒体技术,1,不限,4,16000
 	0198 ,	成都东软学院  文史——普通类本科批 ,	0F,工业设计,1,不限,4,16000
 	0198 ,	成都东软学院  文史——普通类本科批 ,	0J,商务英语,1,不限,4,16000
 	0198 ,	成都东软学院  文史——普通类本科批 ,	0L,日语,2,不限,4,16000
 	0201 ,	成都理工大学工程技术学院 (乐山)  文史——普通类本科批 ,28,会计学,4,不限,4,12500
 	0201 ,	成都理工大学工程技术学院 (乐山)  文史——普通类本科批 ,31,税收学,3,不限,4,12500
 	0201 ,	成都理工大学工程技术学院 (乐山)  文史——普通类本科批 ,36,工商管理,3,不限,4,12500
 	0201 ,	成都理工大学工程技术学院 (乐山)  文史——普通类本科批 ,38,电子商务,3,不限,4,12500
 	0200 ,	成都理工大学  文史——普通类本科批 ,15,法学,1,不限,4,4440
 	0200 ,	成都理工大学  文史——普通类本科批 ,1G,政治学与行政学,2,不限,4,4440
 	0200 ,	成都理工大学  文史——普通类本科批 ,1K,市场营销,2,不限,4,4440
 	0203 ,	成都信息工程大学  文史——普通类本科批 ,31,英语,1,英语,4,4400
 	0203 ,	成都信息工程大学  文史——普通类本科批 ,35,会计学,1,不限,4,4400
 	0203 ,	成都信息工程大学  文史——普通类本科批 ,38,市场营销,1,不限,4,4400
 	0203 ,	成都信息工程大学  文史——普通类本科批 ,41,旅游管理,1,不限,4,4400
 	0203 ,	成都信息工程大学  文史——普通类本科批 ,42,会展经济与管理,1,不限,4,4400
 	0203 ,	成都信息工程大学  文史——普通类本科批 ,44,行政管理,1,不限,4,4400
 	0205 ,	成都学院  文史——普通类本科批 ,26,工商管理,4,不限,4,3700
 	0205 ,	成都学院  文史——普通类本科批 ,36,英语,3,英语,4,3700
 	0205 ,	成都学院  文史——普通类本科批 ,44,学前教育(师范类),3,不限,4,3700
 	0207 ,	成都中医药大学  文史——普通类本科批 ,	03,中医学,2,不限,5,5000
 	0207 ,	成都中医药大学  文史——普通类本科批 ,	06,针灸推拿学,2,不限,5,5000
 	0212 ,	赤峰学院 (内蒙古)  文史——普通类本科批 ,8H,思想政治教育(八省区对等协作计划，招收加试蒙古语考生),2,不限,4,3360
 	0215 ,	楚雄师范学院 (云南)  文史——普通类本科批 ,	03,英语(师范类),2,英语,4,3200
 	0213 ,	滁州学院 (安徽)  文史——普通类本科批 ,	01,汉语言文学(师范),1,不限,4,待定
 	0213 ,	滁州学院 (安徽)  文史——普通类本科批 ,	02,新闻学,1,不限,4,待定
 	0213 ,	滁州学院 (安徽)  文史——普通类本科批 ,	03,网络与新媒体,1,不限,4,待定
 	0213 ,	滁州学院 (安徽)  文史——普通类本科批 ,	04,金融工程,1,不限,4,待定
 	0213 ,	滁州学院 (安徽)  文史——普通类本科批 ,	05,经济统计学,2,不限,4,待定
 	0213 ,	滁州学院 (安徽)  文史——普通类本科批 ,	0N,地理信息科学,1,不限,4,待定
 	0213 ,	滁州学院 (安徽)  文史——普通类本科批 ,	0R,旅游管理,1,不限,4,待定
 	0213 ,	滁州学院 (安徽)  文史——普通类本科批 ,16,工商管理,1,不限,4,待定
 	0213 ,	滁州学院 (安徽)  文史——普通类本科批 ,17,市场营销,1,不限,4,待定
 	0213 ,	滁州学院 (安徽)  文史——普通类本科批 ,18,国际经济与贸易,1,不限,4,待定
 	0213 ,	滁州学院 (安徽)  文史——普通类本科批 ,19,财务管理,1,不限,4,待定
 	0213 ,	滁州学院 (安徽)  文史——普通类本科批 ,1A,审计学,1,不限,4,待定
 	0213 ,	滁州学院 (安徽)  文史——普通类本科批 ,1E,英语,1,英语,4,待定
 	0213 ,	滁州学院 (安徽)  文史——普通类本科批 ,1G,商务英语,1,英语,4,待定
 	0142 ,	长春财经学院  文史——普通类本科批 ,	01,审计学,4,不限,4,13800
 	0142 ,	长春财经学院  文史——普通类本科批 ,	03,会计学,11,不限,4,13800
 	0142 ,	长春财经学院  文史——普通类本科批 ,	04,财务管理,3,不限,4,13800
 	0142 ,	长春财经学院  文史——普通类本科批 ,	05,金融学,11,不限,4,15000
 	0142 ,	长春财经学院  文史——普通类本科批 ,	06,保险学,3,不限,4,15000
 	0142 ,	长春财经学院  文史——普通类本科批 ,	07,税收学,4,不限,4,15000
 	0142 ,	长春财经学院  文史——普通类本科批 ,	08,投资学,3,不限,4,15000
 	0142 ,	长春财经学院  文史——普通类本科批 ,	09,国际经济与贸易,3,不限,4,15000
 	0142 ,	长春财经学院  文史——普通类本科批 ,10,国际商务,3,不限,4,13800
 	0142 ,	长春财经学院  文史——普通类本科批 ,11,经济学,4,不限,4,15000
 	0142 ,	长春财经学院  文史——普通类本科批 ,13,工商管理,4,不限,4,13800
 	0142 ,	长春财经学院  文史——普通类本科批 ,14,市场营销,4,不限,4,13800
 	0142 ,	长春财经学院  文史——普通类本科批 ,15,物流管理,4,不限,4,13800
 	0142 ,	长春财经学院  文史——普通类本科批 ,16,旅游管理,5,不限,4,13800
 	0142 ,	长春财经学院  文史——普通类本科批 ,17,人力资源管理,4,不限,4,13800
 	0142 ,	长春财经学院  文史——普通类本科批 ,22,法学,3,不限,4,15000
 	0142 ,	长春财经学院  文史——普通类本科批 ,23,英语,2,英语,4,16800
 	0142 ,	长春财经学院  文史——普通类本科批 ,24,日语,2,不限,4,16800
 	0146 ,	长春大学旅游学院  文史——普通类本科批 ,	01,金融学,2,不限,4,15000
 	0146 ,	长春大学旅游学院  文史——普通类本科批 ,	02,国际经济与贸易,2,不限,4,15000
 	0146 ,	长春大学旅游学院  文史——普通类本科批 ,	03,市场营销,3,不限,4,13800
 	0146 ,	长春大学旅游学院  文史——普通类本科批 ,	06,人力资源管理,6,不限,4,13800
 	0146 ,	长春大学旅游学院  文史——普通类本科批 ,	07,物流管理,2,不限,4,13800
 	0146 ,	长春大学旅游学院  文史——普通类本科批 ,	08,电子商务,3,不限,4,13800
 	0146 ,	长春大学旅游学院  文史——普通类本科批 ,	09,旅游管理,12,不限,4,13800
 	0146 ,	长春大学旅游学院  文史——普通类本科批 ,	0A,酒店管理,3,不限,4,13800
 	0146 ,	长春大学旅游学院  文史——普通类本科批 ,	0B,会展经济与管理,3,不限,4,13800
 	0146 ,	长春大学旅游学院  文史——普通类本科批 ,	0C,英语,4,不限,4,16800
 	0146 ,	长春大学旅游学院  文史——普通类本科批 ,	0D,俄语,4,不限,4,16800
