姓名,赛季,球队,出手距离,篮下命中率,篮下命中,篮下出手,篮下占比,近距两分,近距命中,近距出手,近距占比,中距两分,中距命中,中距出手,中距占比,远距两分,远距命中,远距出手,远距占比,真实命中率,投篮效率
Hilton Armstrong,07--08,NOH,4.1,0.564,0.8,1.4,0.635,0.28,0.1,0.4,0.16899999999999998,0.238,0.1,0.3,0.142,0.25,0.0,0.1,0.054000000000000006,0.498,0.453
Hilton Armstrong,06--07,NOH,5.5,0.6940000000000001,0.9,1.3,0.5760000000000001,0.294,0.1,0.3,0.136,0.429,0.1,0.2,0.112,0.318,0.1,0.4,0.17600000000000002,0.57,0.544
Darrell Armstrong,07--08,NJN,23.1,0.364,0.1,0.2,0.1,0.5,0.0,0.0,0.018000000000000002,0.667,0.1,0.1,0.055,0.364,0.2,0.4,0.2,0.499,0.468
Darrell Armstrong,06--07,IND,19.5,0.7070000000000001,0.5,0.7,0.154,0.25,0.1,0.2,0.053,0.4,0.1,0.2,0.053,0.462,0.4,0.8,0.172,0.547,0.509
Darrell Armstrong,05--06,DAL,16.4,0.483,0.2,0.5,0.227,0.444,0.1,0.1,0.07,0.333,0.0,0.1,0.047,0.333,0.2,0.6,0.281,0.444,0.379
Darrell Armstrong,04--05,TOT,17.2,0.462,0.4,0.8,0.188,0.16699999999999998,0.0,0.2,0.043,0.25,0.1,0.4,0.087,0.3720000000000001,0.4,1.2,0.282,0.43,0.3720000000000001
Darrell Armstrong,04--05,DAL,15.8,0.444,0.2,0.5,0.229,0.222,0.0,0.2,0.076,0.091,0.0,0.2,0.093,0.333,0.2,0.6,0.254,0.44,0.35200000000000004
Darrell Armstrong,04--05,NOH,18.3,0.48,0.9,1.8,0.157,0.0,0.0,0.2,0.019,0.385,0.4,0.9,0.08199999999999999,0.396,1.4,3.4,0.302,0.422,0.387
Darrell Armstrong,03--04,NOH,18.6,0.625,1.0,1.6,0.174,0.25,0.1,0.3,0.027000000000000003,0.488,0.3,0.5,0.056,0.4320000000000001,0.6,1.5,0.16,0.525,0.487
Darrell Armstrong,02--03,ORL,16.5,0.5379999999999999,0.9,1.6,0.202,0.24,0.1,0.3,0.039,0.391,0.3,0.8,0.107,0.439,1.0,2.3,0.29100000000000004,0.53,0.47
Darrell Armstrong,01--02,ORL,17.0,0.638,1.2,1.9,0.184,0.308,0.2,0.6,0.063,0.44,0.4,1.0,0.101,0.411,0.7,1.7,0.17,0.5529999999999999,0.503
Darrell Armstrong,00--01,ORL,16.9,0.544,1.2,2.1,0.16,0.397,0.4,0.9,0.068,0.383,0.7,1.7,0.128,0.44,1.4,3.2,0.243,0.535,0.484
Darrell Armstrong,99--00,ORL,,,,,,,,,,,,,,,,,,0.542,0.494
Darrell Armstrong,98--99,ORL,,,,,,,,,,,,,,,,,,0.575,0.507
Darrell Armstrong,97--98,ORL,,,,,,,,,,,,,,,,,,0.509,0.443
Darrell Armstrong,96--97,ORL,,,,,,,,,,,,,,,,,,0.525,0.462
Darrell Armstrong,95--96,ORL,,,,,,,,,,,,,,,,,,0.622,0.594
Darrell Armstrong,94--95,ORL,,,,,,,,,,,,,,,,,,0.563,0.5
Curly Armstrong,50--51,FTW,,,,,,,,,,,,,,,,,,0.3720000000000001,0.308
Curly Armstrong,49--50,FTW,,,,,,,,,,,,,,,,,,0.368,0.278
Curly Armstrong,48--49,FTW,,,,,,,,,,,,,,,,,,0.378,0.305
Brandon Armstrong,03--04,NJN,17.4,0.545,0.2,0.4,0.126,0.0,0.0,0.1,0.023,0.389,0.1,0.3,0.103,0.342,0.5,1.4,0.451,0.4270000000000001,0.426
Brandon Armstrong,02--03,NJN,16.9,0.5,0.1,0.2,0.14800000000000002,0.0,0.0,0.1,0.037000000000000005,0.333,0.1,0.2,0.111,0.385,0.3,0.8,0.481,0.405,0.35200000000000004
Brandon Armstrong,01--02,NJN,16.2,0.273,0.1,0.3,0.129,0.333,0.1,0.2,0.071,0.375,0.1,0.2,0.094,0.326,0.4,1.2,0.506,0.358,0.34700000000000003
Bob Armstrong,56--57,PHW,,,,,,,,,,,,,,,,,,0.331,0.284
BJ ,99--00,CHI,,,,,,,,,,,,,,,,,,0.51,0.481
BJ ,98--99,TOT,,,,,,,,,,,,,,,,,,0.54,0.494
BJ ,98--99,CHH,,,,,,,,,,,,,,,,,,0.601,0.5579999999999999
BJ ,98--99,ORL,,,,,,,,,,,,,,,,,,0.482,0.433
BJ ,97--98,TOT,,,,,,,,,,,,,,,,,,0.555,0.514
BJ ,97--98,CHH,,,,,,,,,,,,,,,,,,0.573,0.534
BJ ,97--98,GSW,,,,,,,,,,,,,,,,,,0.385,0.316
BJ ,96--97,GSW,,,,,,,,,,,,,,,,,,0.5379999999999999,0.491
BJ ,95--96,GSW,,,,,,,,,,,,,,,,,,0.595,0.535
BJ ,94--95,CHI,,,,,,,,,,,,,,,,,,0.5770000000000001,0.528
BJ ,93--94,CHI,,,,,,,,,,,,,,,,,,0.547,0.505
BJ ,92--93,CHI,,,,,,,,,,,,,,,,,,0.57,0.537
BJ ,91--92,CHI,,,,,,,,,,,,,,,,,,0.537,0.506
BJ ,90--91,CHI,,,,,,,,,,,,,,,,,,0.529,0.493
BJ ,89--90,CHI,,,,,,,,,,,,,,,,,,0.53,0.489
Joe Arlauckas,87--88,SAC,,,,,,,,,,,,,,,,,,0.365,0.326
Paul Arizin,61--62,PHW,,,,,,,,,,,,,,,,,,0.486,0.41
Paul Arizin,60--61,PHW,,,,,,,,,,,,,,,,,,0.506,0.425
Paul Arizin,59--60,PHW,,,,,,,,,,,,,,,,,,0.4920000000000001,0.423
Paul Arizin,58--59,PHW,,,,,,,,,,,,,,,,,,0.519,0.431
Paul Arizin,57--58,PHW,,,,,,,,,,,,,,,,,,0.479,0.393
Paul Arizin,56--57,PHW,,,,,,,,,,,,,,,,,,0.515,0.422
Paul Arizin,55--56,PHW,,,,,,,,,,,,,,,,,,0.526,0.447
Paul Arizin,54--55,PHW,,,,,,,,,,,,,,,,,,0.478,0.399
Paul Arizin,51--52,PHW,,,,,,,,,,,,,,,,,,0.546,0.448
Paul Arizin,50--51,PHW,,,,,,,,,,,,,,,,,,0.512,0.407
Trevor Ariza,16--17,HOU,18.4,0.659,1.4,2.1,0.206,0.386,0.2,0.5,0.055,0.4,0.1,0.1,0.013,0.28,0.1,0.3,0.031,0.5479999999999999,0.528
Trevor Ariza,15--16,HOU,16.2,0.594,1.6,2.7,0.255,0.28300000000000003,0.2,0.6,0.054000000000000006,0.267,0.1,0.4,0.035,0.318,0.3,0.8,0.077,0.551,0.523
Trevor Ariza,14--15,HOU,17.6,0.615,1.5,2.5,0.225,0.349,0.2,0.5,0.047,0.188,0.1,0.4,0.035,0.338,0.3,0.9,0.081,0.539,0.509
Trevor Ariza,13--14,WAS,16.6,0.65,1.8,2.8,0.254,0.3,0.2,0.8,0.07,0.214,0.1,0.4,0.033,0.415,0.6,1.4,0.124,0.59,0.562
Trevor Ariza,12--13,WAS,15.9,0.593,1.3,2.2,0.273,0.192,0.1,0.5,0.058,0.208,0.1,0.4,0.053,0.42,0.5,1.2,0.153,0.5379999999999999,0.501
Trevor Ariza,11--12,NOH,11.7,0.591,2.0,3.3,0.34,0.317,0.5,1.5,0.156,0.24,0.1,0.6,0.062,0.35200000000000004,0.8,2.2,0.226,0.496,0.453
Trevor Ariza,10--11,NOH,13.5,0.674,2.0,2.9,0.28600000000000003,0.246,0.4,1.7,0.165,0.204,0.1,0.7,0.064,0.337,0.4,1.3,0.129,0.487,0.451
Trevor Ariza,09--10,HOU,14.3,0.5710000000000001,2.6,4.6,0.329,0.218,0.2,0.8,0.055,0.194,0.2,0.9,0.062,0.315,0.6,2.0,0.146,0.488,0.462
Trevor Ariza,08--09,LAL,12.3,0.625,2.0,3.2,0.435,0.4,0.1,0.4,0.05,0.182,0.0,0.3,0.037000000000000005,0.3720000000000001,0.4,1.1,0.158,0.544,0.511
Trevor Ariza,07--08,TOT,7.9,0.703,1.5,2.1,0.544,0.375,0.1,0.2,0.059,0.214,0.1,0.4,0.103,0.273,0.2,0.6,0.162,0.568,0.526
Trevor Ariza,07--08,LAL,8.0,0.7190000000000001,1.7,2.4,0.5429999999999999,0.429,0.1,0.3,0.067,0.333,0.1,0.4,0.086,0.17600000000000002,0.1,0.7,0.162,0.594,0.5479999999999999
Trevor Ariza,07--08,ORL,7.6,0.647,1.0,1.5,0.5479999999999999,0.0,0.0,0.1,0.032,0.0,0.0,0.5,0.161,0.6,0.3,0.5,0.161,0.479,0.452
Trevor Ariza,06--07,ORL,6.3,0.677,2.8,4.1,0.633,0.222,0.1,0.5,0.073,0.17600000000000002,0.1,0.3,0.046,0.376,0.6,1.5,0.229,0.5670000000000001,0.539
Trevor Ariza,05--06,TOT,6.0,0.54,1.3,2.4,0.606,0.25,0.1,0.4,0.106,0.222,0.1,0.3,0.08,0.19,0.1,0.7,0.18600000000000005,0.468,0.414
Trevor Ariza,05--06,NYK,6.5,0.5479999999999999,1.3,2.3,0.575,0.188,0.1,0.4,0.11,0.333,0.1,0.3,0.08199999999999999,0.226,0.2,0.9,0.212,0.459,0.421
Trevor Ariza,05--06,ORL,5.1,0.528,1.3,2.5,0.6629999999999999,0.375,0.1,0.4,0.1,0.0,0.0,0.3,0.075,0.091,0.0,0.5,0.138,0.485,0.4
Trevor Ariza,04--05,NYK,8.5,0.578,1.4,2.3,0.481,0.222,0.1,0.6,0.116,0.227,0.1,0.3,0.057,0.377,0.6,1.5,0.314,0.503,0.446
Gilbert Arenas,11--12,MEM,20.9,0.6,0.2,0.3,0.078,0.5,0.1,0.1,0.031,0.429,0.2,0.4,0.109,0.545,0.4,0.6,0.172,0.526,0.508
Gilbert Arenas,10--11,TOT,18.3,0.5329999999999999,0.7,1.3,0.123,0.35,0.4,1.1,0.109,0.458,0.4,0.8,0.08,0.388,1.0,2.5,0.243,0.471,0.433
Gilbert Arenas,10--11,ORL,18.0,0.466,0.6,1.2,0.14400000000000002,0.408,0.4,1.0,0.121,0.441,0.3,0.7,0.084,0.333,0.5,1.6,0.2,0.444,0.406
Gilbert Arenas,10--11,WAS,18.7,0.6559999999999999,1.0,1.5,0.097,0.258,0.4,1.5,0.094,0.48,0.6,1.2,0.076,0.433,2.0,4.6,0.294,0.505,0.465
Gilbert Arenas,09--10,WAS,15.6,0.528,2.1,3.9,0.203,0.353,0.7,2.1,0.11,0.421,0.8,1.8,0.093,0.411,2.4,5.8,0.3,0.511,0.462
Gilbert Arenas,08--09,WAS,14.3,0.14300000000000002,0.5,3.5,0.304,0.5,0.5,1.0,0.087,,,,0.0,0.28600000000000003,1.0,3.5,0.304,0.433,0.304
Gilbert Arenas,07--08,WAS,17.3,0.575,1.8,3.1,0.204,0.429,0.2,0.5,0.036000000000000004,0.462,0.5,1.0,0.066,0.414,1.8,4.5,0.29600000000000004,0.529,0.454
Gilbert Arenas,06--07,WAS,16.2,0.5720000000000001,2.9,5.1,0.242,0.34700000000000003,0.3,1.0,0.048,0.353,0.5,1.4,0.066,0.402,2.2,5.6,0.267,0.565,0.484
Gilbert Arenas,05--06,WAS,15.3,0.637,3.1,4.8,0.231,0.318,0.5,1.6,0.079,0.407,0.8,2.1,0.1,0.431,2.4,5.5,0.266,0.581,0.507
Gilbert Arenas,04--05,WAS,15.2,0.645,2.9,4.4,0.233,0.251,0.5,2.1,0.11,0.38,0.8,2.1,0.109,0.429,1.5,3.4,0.179,0.565,0.498
Gilbert Arenas,03--04,WAS,15.5,0.5720000000000001,2.1,3.7,0.22,0.168,0.3,1.8,0.111,0.377,0.5,1.4,0.084,0.35600000000000004,1.3,3.7,0.221,0.512,0.46
Gilbert Arenas,02--03,GSW,13.2,0.625,2.7,4.4,0.303,0.188,0.3,1.4,0.095,0.411,0.6,1.4,0.095,0.385,1.3,3.5,0.242,0.54,0.478
Gilbert Arenas,01--02,GSW,13.5,0.626,1.7,2.8,0.341,0.154,0.1,0.6,0.068,0.28600000000000003,0.1,0.4,0.055,0.462,0.9,2.0,0.242,0.562,0.504
Jim Ard,77--78,TOT,,,,,,,,,,,,,,,,,,0.495,0.441
Jim Ard,77--78,BOS,,,,,,,,,,,,,,,,,,0.266,0.5
Jim Ard,77--78,CHI,,,,,,,,,,,,,,,,,,0.52,0.469
Jim Ard,76--77,BOS,,,,,,,,,,,,,,,,,,0.419,0.376
Jim Ard,75--76,BOS,,,,,,,,,,,,,,,,,,0.422,0.362
Jim Ard,74--75,BOS,,,,,,,,,,,,,,,,,,0.384,0.333
Jim Ard,73--74,MMT,,,,,,,,,,,,,,,,,,0.467,0.409
Jim Ard,72--73,NYA,,,,,,,,,,,,,,,,,,0.4320000000000001,0.379
Jim Ard,71--72,NYA,,,,,,,,,,,,,,,,,,0.485,0.453
Jim Ard,70--71,NYA,,,,,,,,,,,,,,,,,,0.485,0.455
Tiny Archibald,83--84,MIL,,,,,,,,,,,,,,,,,,0.526,0.495
Tiny Archibald,82--83,BOS,,,,,,,,,,,,,,,,,,0.509,0.429
Tiny Archibald,81--82,BOS,,,,,,,,,,,,,,,,,,0.542,0.477
Tiny Archibald,80--81,BOS,,,,,,,,,,,,,,,,,,0.5820000000000001,0.499
Tiny Archibald,79--80,BOS,,,,,,,,,,,,,,,,,,0.574,0.485
Tiny Archibald,78--79,BOS,,,,,,,,,,,,,,,,,,0.537,0.451
Tiny Archibald,76--77,NYN,,,,,,,,,,,,,,,,,,0.52,0.446
Tiny Archibald,75--76,KCK,,,,,,,,,,,,,,,,,,0.521,0.453
Tiny Archibald,74--75,KCO,,,,,,,,,,,,,,,,,,0.544,0.456
Tiny Archibald,73--74,KCO,,,,,,,,,,,,,,,,,,0.527,0.45
Tiny Archibald,72--73,KCO,,,,,,,,,,,,,,,,,,0.555,0.488
Tiny Archibald,71--72,CIN,,,,,,,,,,,,,,,,,,0.5720000000000001,0.485
Tiny Archibald,70--71,CIN,,,,,,,,,,,,,,,,,,0.507,0.443
Robert Archibald,03--04,TOT,4.2,0.28600000000000003,0.2,0.7,0.636,0.4,0.1,0.2,0.152,0.0,0.0,0.1,0.091,0.25,0.0,0.1,0.121,0.343,0.273
Robert Archibald,03--04,ORL,7.5,,,,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,0.5,,,,0.0,0.34700000000000003,0.5
Robert Archibald,03--04,PHO,7.0,,,,0.0,0.0,0.0,1.0,1.0,,,,0.0,,,,0.0,0.266,
Robert Archibald,03--04,TOR,3.9,0.28600000000000003,0.2,0.7,0.7,0.333,0.0,0.1,0.1,0.0,0.0,0.1,0.067,0.25,0.0,0.1,0.133,0.34600000000000003,0.267
Robert Archibald,02--03,MEM,5.9,0.5,0.4,0.8,0.5,0.0,0.0,0.3,0.2,0.25,0.1,0.3,0.2,0.0,0.0,0.2,0.1,0.34,0.3
Stacey Arceneaux,61--62,STL,,,,,,,,,,,,,,,,,,0.405,0.384
Rafael Araujo,06--07,UTA,8.8,0.524,0.4,0.7,0.32299999999999995,0.333,0.2,0.6,0.277,0.4,0.1,0.2,0.077,0.381,0.3,0.7,0.32299999999999995,0.463,0.415
Rafael Araujo,05--06,TOR,6.8,0.464,0.5,1.1,0.386,0.262,0.2,0.8,0.29,0.355,0.2,0.6,0.214,0.333,0.1,0.3,0.103,0.385,0.366
Rafael Araujo,04--05,TOR,6.9,0.5660000000000001,0.7,1.3,0.434,0.317,0.2,0.7,0.234,0.345,0.2,0.5,0.166,0.34600000000000003,0.2,0.4,0.149,0.4920000000000001,0.4370000000000001
Joel Anthony,16--17,SAS,3.4,0.778,0.4,0.5,0.563,0.4,0.1,0.3,0.313,0.5,0.1,0.1,0.125,,,,0.0,0.64,0.625
Joel Anthony,15--16,DET,4.4,0.8,0.2,0.3,0.5,0.0,0.0,0.1,0.2,0.667,0.1,0.2,0.3,,,,0.0,0.6659999999999999,0.6
Joel Anthony,14--15,DET,4.0,0.813,0.5,0.7,0.516,0.304,0.1,0.5,0.371,0.429,0.1,0.1,0.113,,,,0.0,0.607,0.581
Joel Anthony,13--14,TOT,7.1,0.444,0.1,0.3,0.281,0.417,0.2,0.4,0.375,0.333,0.1,0.3,0.281,0.0,0.0,0.1,0.063,0.394,0.375
Joel Anthony,13--14,BOS,6.8,0.429,0.1,0.3,0.269,0.364,0.2,0.5,0.423,0.429,0.1,0.3,0.269,0.0,0.0,0.0,0.038,0.384,0.385
Joel Anthony,13--14,MIA,8.3,0.5,0.1,0.2,0.333,1.0,0.1,0.1,0.16699999999999998,0.0,0.0,0.2,0.333,0.0,0.0,0.1,0.16699999999999998,0.436,0.333
Joel Anthony,12--13,MIA,5.3,0.742,0.4,0.5,0.456,0.292,0.1,0.4,0.353,0.385,0.1,0.2,0.191,,,,0.0,0.542,0.515
Joel Anthony,11--12,MIA,3.8,0.6809999999999999,1.0,1.4,0.599,0.392,0.3,0.8,0.336,0.3,0.0,0.2,0.066,,,,0.0,0.598,0.5589999999999999
Joel Anthony,10--11,MIA,4.5,0.653,0.4,0.7,0.495,0.4,0.2,0.5,0.404,0.556,0.1,0.1,0.091,0.0,0.0,0.0,0.01,0.583,0.535
Joel Anthony,09--10,MIA,3.0,0.51,0.6,1.2,0.604,0.429,0.3,0.7,0.35200000000000004,0.5,0.0,0.1,0.038,0.0,0.0,0.0,0.006,0.546,0.478
Joel Anthony,08--09,MIA,3.4,0.595,0.7,1.1,0.627,0.313,0.2,0.5,0.271,0.375,0.0,0.1,0.068,0.0,0.0,0.1,0.034,0.521,0.483
Joel Anthony,07--08,MIA,4.5,0.6559999999999999,0.9,1.3,0.5329999999999999,0.389,0.3,0.8,0.3,0.0,0.0,0.3,0.117,0.0,0.0,0.1,0.05,0.521,0.467
Greg Anthony,01--02,TOT,16.6,0.519,0.7,1.3,0.162,0.263,0.2,0.6,0.08,0.517,0.5,1.0,0.122,0.396,0.9,2.3,0.293,0.46,0.436
Greg Anthony,01--02,CHI,15.6,0.537,0.8,1.5,0.188,0.194,0.2,0.9,0.108,0.484,0.4,0.9,0.108,0.42,0.9,2.2,0.282,0.475,0.444
Greg Anthony,01--02,MIL,18.0,0.478,0.5,1.0,0.122,0.5710000000000001,0.2,0.3,0.037000000000000005,0.556,0.6,1.1,0.14400000000000002,0.362,0.9,2.4,0.309,0.436,0.423
Greg Anthony,00--01,POR,20.3,0.429,0.2,0.4,0.083,0.25,0.0,0.1,0.032,0.412,0.1,0.3,0.067,0.292,0.2,0.8,0.19,0.525,0.512
Greg Anthony,99--00,POR,,,,,,,,,,,,,,,,,,0.551,0.512
Greg Anthony,98--99,POR,,,,,,,,,,,,,,,,,,0.55,0.512
Greg Anthony,97--98,SEA,,,,,,,,,,,,,,,,,,0.545,0.524
Greg Anthony,96--97,VAN,,,,,,,,,,,,,,,,,,0.526,0.479
Greg Anthony,95--96,VAN,,,,,,,,,,,,,,,,,,0.53,0.472
Greg Anthony,94--95,NYK,,,,,,,,,,,,,,,,,,0.57,0.532
Greg Anthony,93--94,NYK,,,,,,,,,,,,,,,,,,0.487,0.436
Greg Anthony,92--93,NYK,,,,,,,,,,,,,,,,,,0.469,0.42
Greg Anthony,91--92,NYK,,,,,,,,,,,,,,,,,,0.443,0.379
Carmelo Anthony,16--17,NYK,16.5,0.563,1.3,2.3,0.125,0.415,0.6,1.4,0.076,0.439,1.7,4.0,0.212,0.457,2.4,5.3,0.284,0.535,0.488
Carmelo Anthony,15--16,NYK,14.0,0.54,2.1,3.9,0.213,0.404,0.6,1.6,0.087,0.423,1.6,3.8,0.208,0.453,2.1,4.6,0.255,0.53,0.474
Carmelo Anthony,14--15,NYK,14.4,0.584,2.6,4.5,0.221,0.417,0.7,1.8,0.08900000000000001,0.412,1.5,3.7,0.184,0.445,2.5,5.7,0.284,0.531,0.482
Carmelo Anthony,13--14,NYK,15.2,0.589,2.4,4.1,0.191,0.32,0.5,1.7,0.078,0.443,1.9,4.2,0.199,0.447,2.7,6.0,0.279,0.561,0.503
Carmelo Anthony,12--13,NYK,14.3,0.556,3.2,5.8,0.262,0.364,0.6,1.6,0.07400000000000001,0.447,1.6,3.5,0.159,0.441,2.2,5.0,0.227,0.56,0.502
Carmelo Anthony,11--12,NYK,12.8,0.615,3.4,5.5,0.294,0.26,0.5,1.9,0.101,0.392,1.1,2.9,0.154,0.382,1.8,4.7,0.253,0.525,0.463
Carmelo Anthony,10--11,TOT,12.4,0.594,3.7,6.3,0.321,0.309,0.6,2.0,0.101,0.353,0.9,2.4,0.124,0.44,2.5,5.6,0.28600000000000003,0.557,0.487
Carmelo Anthony,10--11,DEN,11.7,0.5660000000000001,3.9,6.8,0.353,0.326,0.6,1.9,0.098,0.366,0.8,2.2,0.116,0.444,2.6,5.9,0.303,0.547,0.474
Carmelo Anthony,10--11,NYK,13.8,0.662,3.5,5.3,0.265,0.281,0.6,2.1,0.106,0.333,0.9,2.8,0.14,0.431,2.2,5.1,0.256,0.575,0.51
Carmelo Anthony,09--10,DEN,11.1,0.595,4.7,7.9,0.362,0.324,0.7,2.2,0.099,0.444,1.2,2.7,0.125,0.4,2.5,6.3,0.29100000000000004,0.5479999999999999,0.478
Carmelo Anthony,08--09,DEN,11.5,0.568,3.6,6.4,0.35100000000000003,0.386,0.6,1.5,0.084,0.314,0.8,2.4,0.132,0.402,2.1,5.3,0.292,0.532,0.469
Carmelo Anthony,07--08,DEN,10.9,0.65,4.7,7.2,0.375,0.32299999999999995,0.5,1.6,0.084,0.366,1.0,2.8,0.146,0.45,2.5,5.5,0.285,0.568,0.511
Carmelo Anthony,06--07,DEN,10.0,0.6409999999999999,6.0,9.4,0.422,0.407,0.7,1.8,0.081,0.333,0.8,2.5,0.114,0.38,2.4,6.3,0.281,0.552,0.489
Carmelo Anthony,05--06,DEN,10.5,0.62,5.2,8.4,0.429,0.315,0.4,1.2,0.059,0.364,0.6,1.5,0.077,0.428,2.9,6.7,0.339,0.563,0.493
Carmelo Anthony,04--05,DEN,10.5,0.564,4.0,7.1,0.433,0.256,0.3,1.1,0.067,0.349,0.4,1.1,0.067,0.368,1.8,5.0,0.305,0.526,0.448
Carmelo Anthony,03--04,DEN,10.3,0.541,4.4,8.1,0.452,0.232,0.3,1.2,0.065,0.341,0.4,1.1,0.06,0.35700000000000004,1.8,4.9,0.277,0.509,0.449
Chris Anstey,99--00,CHI,,,,,,,,,,,,,,,,,,0.512,0.444
Chris Anstey,98--99,DAL,,,,,,,,,,,,,,,,,,0.418,0.36
Chris Anstey,97--98,DAL,,,,,,,,,,,,,,,,,,0.455,0.405
Michael Ansley,91--92,TOT,,,,,,,,,,,,,,,,,,0.509,0.444
Michael Ansley,91--92,CHH,,,,,,,,,,,,,,,,,,0.429,0.429
Michael Ansley,91--92,PHI,,,,,,,,,,,,,,,,,,0.55,0.455
Michael Ansley,90--91,ORL,,,,,,,,,,,,,,,,,,0.594,0.5479999999999999
Michael Ansley,89--90,ORL,,,,,,,,,,,,,,,,,,0.5539999999999999,0.4970000000000001
Don Anielak,54--55,NYK,,,,,,,,,,,,,,,,,,0.26,0.125
Martynas Andriuskevicius,05--06,CLE,7.0,,,,0.0,0.0,0.0,0.2,1.0,,,,0.0,,,,0.0,,
Wally Anderzunas,69--70,CIN,,,,,,,,,,,,,,,,,,0.4270000000000001,0.389
Willie Anderson,96--97,MIA,,,,,,,,,,,,,,,,,,0.57,0.516
Willie Anderson,95--96,TOT,,,,,,,,,,,,,,,,,,0.507,0.462
Willie Anderson,95--96,NYK,,,,,,,,,,,,,,,,,,0.464,0.44
Willie Anderson,95--96,TOR,,,,,,,,,,,,,,,,,,0.518,0.468
Willie Anderson,94--95,SAS,,,,,,,,,,,,,,,,,,0.514,0.478
Willie Anderson,93--94,SAS,,,,,,,,,,,,,,,,,,0.523,0.484
Willie Anderson,92--93,SAS,,,,,,,,,,,,,,,,,,0.461,0.433
Willie Anderson,91--92,SAS,,,,,,,,,,,,,,,,,,0.499,0.465
Willie Anderson,90--91,SAS,,,,,,,,,,,,,,,,,,0.499,0.461
Willie Anderson,89--90,SAS,,,,,,,,,,,,,,,,,,0.532,0.495
Willie Anderson,88--89,SAS,,,,,,,,,,,,,,,,,,0.534,0.5
Shandon Anderson,05--06,MIA,13.3,0.5479999999999999,0.4,0.6,0.246,0.455,0.1,0.2,0.087,0.294,0.1,0.4,0.135,0.458,0.5,1.0,0.381,0.47,0.448
Shandon Anderson,04--05,TOT,9.5,0.621,0.8,1.3,0.401,0.3670000000000001,0.2,0.5,0.138,0.259,0.1,0.4,0.124,0.477,0.3,0.7,0.203,0.518,0.463
Shandon Anderson,04--05,MIA,9.4,0.621,0.8,1.3,0.405,0.3670000000000001,0.2,0.5,0.14,0.259,0.1,0.4,0.126,0.488,0.3,0.7,0.2,0.522,0.467
Shandon Anderson,04--05,NYK,20.5,,,,0.0,,,,0.0,,,,0.0,0.0,0.0,1.0,0.5,,
Shandon Anderson,03--04,NYK,11.2,0.595,1.5,2.4,0.34600000000000003,0.3670000000000001,0.4,1.0,0.14,0.342,0.3,0.9,0.129,0.36,0.4,1.1,0.158,0.5,0.454
Shandon Anderson,02--03,NYK,10.8,0.584,1.5,2.5,0.389,0.373,0.3,0.7,0.11,0.36,0.3,0.9,0.14,0.463,0.3,0.7,0.101,0.5529999999999999,0.51
Shandon Anderson,01--02,NYK,12.3,0.551,0.9,1.7,0.37,0.429,0.2,0.4,0.094,0.35700000000000004,0.1,0.3,0.075,0.29,0.1,0.4,0.083,0.489,0.452
Shandon Anderson,00--01,HOU,11.1,0.675,1.9,2.9,0.397,0.34600000000000003,0.3,0.9,0.132,0.269,0.2,0.6,0.08800000000000001,0.321,0.2,0.7,0.095,0.528,0.485
Shandon Anderson,99--00,HOU,,,,,,,,,,,,,,,,,,0.5670000000000001,0.524
Shandon Anderson,98--99,UTA,,,,,,,,,,,,,,,,,,0.511,0.466
Shandon Anderson,97--98,UTA,,,,,,,,,,,,,,,,,,0.586,0.545
Shandon Anderson,96--97,UTA,,,,,,,,,,,,,,,,,,0.534,0.5
Ryan Anderson,16--17,HOU,19.7,0.568,0.9,1.5,0.14300000000000002,0.362,0.3,0.8,0.075,0.444,0.2,0.4,0.035,0.338,0.3,1.0,0.092,0.583,0.55
Ryan Anderson,15--16,NOH,15.3,0.521,1.7,3.2,0.227,0.433,0.6,1.4,0.097,0.375,0.6,1.6,0.112,0.47,1.2,2.5,0.179,0.546,0.498
Ryan Anderson,14--15,NOH,17.0,0.5579999999999999,1.4,2.5,0.211,0.464,0.5,1.1,0.095,0.333,0.3,1.0,0.08199999999999999,0.35600000000000004,0.5,1.4,0.119,0.524,0.483
Ryan Anderson,13--14,NOH,16.8,0.529,1.7,3.2,0.198,0.333,0.5,1.5,0.093,0.344,0.5,1.4,0.09,0.527,1.3,2.5,0.155,0.5720000000000001,0.532
Ryan Anderson,12--13,NOH,17.4,0.5870000000000001,1.5,2.6,0.191,0.333,0.4,1.3,0.097,0.312,0.3,0.9,0.069,0.463,0.9,2.0,0.14300000000000002,0.5479999999999999,0.519
Ryan Anderson,11--12,ORL,16.2,0.594,2.2,3.7,0.29600000000000004,0.265,0.2,0.8,0.065,0.4,0.1,0.2,0.02,0.298,0.2,0.8,0.062,0.589,0.5479999999999999
Ryan Anderson,10--11,ORL,17.9,0.606,1.2,2.0,0.242,0.258,0.1,0.5,0.059,0.2,0.0,0.1,0.01,0.28600000000000003,0.1,0.3,0.04,0.591,0.5579999999999999
Ryan Anderson,09--10,ORL,15.6,0.586,1.2,2.0,0.33,0.308,0.1,0.2,0.034,0.429,0.0,0.1,0.018000000000000002,0.31,0.1,0.5,0.075,0.574,0.536
Ryan Anderson,08--09,NJN,13.3,0.435,1.1,2.5,0.413,0.318,0.1,0.3,0.054000000000000006,0.5,0.0,0.1,0.01,0.375,0.1,0.4,0.059,0.532,0.478
