姓名,球队,薪金（万美元）,赛季
Greg Buckner,DAL,100,09-10
Wallace Bryant,DAL,20,85-86
Mark Bryant,POR,22,88-89
Mark Bryant,POR,41,90-91
Mark Bryant,POR,45,91-92
Mark Bryant,POR,110,92-93
Mark Bryant,POR,130,93-94
Mark Bryant,POR,140,94-95
Mark Bryant,HOU,100,95-96
Mark Bryant,PHO,115,96-97
Mark Bryant,PHO,225,97-98
Mark Bryant,CHI,205,98-99
Mark Bryant,CLE,200,99-00
Mark Bryant,CLE,220,00-01
Mark Bryant,SAS,100,01-02
Mark Bryant,DEN,103,02-03
Kobe Bryant,LAL,102,96-97
Kobe Bryant,LAL,117,97-98
Kobe Bryant,LAL,132,98-99
Kobe Bryant,LAL,900,99-00
Kobe Bryant,LAL,1013,00-01
Kobe Bryant,LAL,1125,01-02
Kobe Bryant,LAL,1238,02-03
Kobe Bryant,LAL,1350,03-04
Kobe Bryant,LAL,1418,04-05
Kobe Bryant,LAL,1595,05-06
Kobe Bryant,LAL,1772,06-07
Kobe Bryant,LAL,1949,07-08
Kobe Bryant,LAL,2126,08-09
Kobe Bryant,LAL,2303,09-10
Kobe Bryant,LAL,2481,10-11
Kobe Bryant,LAL,2524,11-12
Kobe Bryant,LAL,2785,12-13
Kobe Bryant,LAL,3045,13-14
Kobe Bryant,LAL,2350,14-15
Kobe Bryant,LAL,2500,15-16
Rick Brunson,ORL,1,97-98
Rick Brunson,NYK,35,98-99
Rick Brunson,NYK,49,99-00
Rick Brunson,NYK,52,00-01
Rick Brunson,MIA,2,00-01
Rick Brunson,POR,59,01-02
Rick Brunson,CHI,70,02-03
Rick Brunson,CHI,81,03-04
Rick Brunson,LAC,93,04-05
Rick Brunson,,103,05-06
Tony Brown,,14,87-88
Tony Brown,HOU,33,88-89
Tony Brown,UTA,5,90-91
Tony Brown,LAC,13,91-92
Tierre Brown,HOU,33,01-02
Tierre Brown,LAL,72,04-05
Shannon Brown,CLE,97,06-07
Shannon Brown,CHI,104,07-08
Shannon Brown,LAL,80,08-09
Shannon Brown,LAL,200,09-10
Shannon Brown,LAL,220,10-11
Shannon Brown,PHO,350,11-12
Shannon Brown,PHO,350,12-13
Shannon Brown,NYK,20,13-14
Shannon Brown,PHO,350,13-14
Randy Brown,SAC,21,91-92
Randy Brown,SAC,25,92-93
Randy Brown,SAC,60,93-94
Randy Brown,SAC,70,94-95
Randy Brown,CHI,90,95-96
Randy Brown,CHI,130,96-97
Randy Brown,CHI,126,97-98
Randy Brown,CHI,132,98-99
Randy Brown,CHI,120,99-00
Randy Brown,BOS,225,00-01
Randy Brown,BOS,248,01-02
Randy Brown,PHO,270,02-03
 Brown,,60,93-94
 Brown,,78,94-95
 Brown,,96,95-96
 Brown,MIA,200,96-97
 Brown,MIA,384,97-98
 Brown,MIA,448,98-99
 Brown,MIA,512,99-00
 Brown,CHA,574,00-01
 Brown,CHA,640,01-02
 Brown,NOH,704,02-03
 Brown,NOH,800,03-04
 Brown,NOH,800,04-05
 Brown,NOH,800,05-06
 Brown,CHI,856,06-07
Myron Brown,MIN,20,91-92
Mike Brown,CHI,22,87-88
Mike Brown,UTA,28,88-89
Mike Brown,UTA,65,90-91
Mike Brown,UTA,118,91-92
Mike Brown,UTA,128,92-93
Mike Brown,MIN,138,93-94
Mike Brown,MIN,148,94-95
Mike Brown,PHO,3,99-00
Marcus Brown,POR,22,96-97
Marcus Brown,,50,97-98
Marcus Brown,,50,98-99
Marcus Brown,DET,4,99-00
Kwame Brown,WAS,370,01-02
Kwame Brown,WAS,397,02-03
Kwame Brown,WAS,425,03-04
Kwame Brown,WAS,536,04-05
Kwame Brown,LAL,750,05-06
Kwame Brown,LAL,829,06-07
Kwame Brown,MEM,908,07-08
Kwame Brown,DET,400,08-09
Kwame Brown,DET,410,09-10
Kwame Brown,CHA,123,10-11
Kwame Brown,MIL,543,11-12
Kwame Brown,GSW,675,11-12
Kwame Brown,PHI,282,12-13
Kwame Brown,PHI,295,13-14
Kedrick Brown,BOS,153,01-02
Kedrick Brown,BOS,164,02-03
Kedrick Brown,CLE,176,03-04
Kedrick Brown,PHI,233,04-05
Gerald Brown,PHO,29,98-99
Gerald Brown,PHO,39,99-00
Ernest Brown,MIA,33,01-02
Devin Brown,SAS,3,02-03
Devin Brown,SAS,56,03-04
Devin Brown,SAS,70,04-05
Devin Brown,UTA,250,05-06
Devin Brown,NOH,56,06-07
Devin Brown,GSW,50,06-07
Devin Brown,CLE,120,07-08
Devin Brown,NOH,100,08-09
Devin Brown,CHI,110,09-10
Derrick Brown,CHA,46,09-10
Derrick Brown,CHA,76,10-11
Derrick Brown,CHA,85,11-12
Dee Brown,UTA,41,06-07
Dee Brown,WAS,18,08-09
Dee Brown,PHO,5,08-09
Dee Brown_,BOS,55,90-91
Dee Brown_,BOS,71,91-92
Dee Brown_,BOS,87,92-93
Dee Brown_,BOS,103,93-94
Dee Brown_,BOS,250,94-95
Dee Brown_,BOS,300,95-96
Dee Brown_,BOS,325,96-97
Dee Brown_,BOS,350,97-98
Dee Brown_,TOR,375,98-99
Dee Brown_,TOR,400,99-00
Dee Brown_,ORL,100,00-01
Damone Brown,PHI,33,01-02
Damone Brown,,20,03-04
Chucky Brown,CLE,63,90-91
Chucky Brown,CLE,64,91-92
Chucky Brown,,14,92-93
Chucky Brown,HOU,43,95-96
Chucky Brown,MIL,50,96-97
Chucky Brown,ATL,27,97-98
Chucky Brown,CHA,85,98-99
Chucky Brown,CHA,51,99-00
Bobby Brown,MIN,44,08-09
Bobby Brown,LAC,74,09-10
Bobby Brown,HOU,93,16-17
Andre Brown,,24,06-07
Andre Brown,MEM,71,07-08
Andre Brown,CHA,11,08-09
Scott Brooks,PHI,10,88-89
Scott Brooks,MIN,30,90-91
Scott Brooks,MIN,40,91-92
Scott Brooks,HOU,50,92-93
Scott Brooks,HOU,53,93-94
Scott Brooks,HOU,55,94-95
Scott Brooks,DAL,75,95-96
Scott Brooks,NYK,25,96-97
Scott Brooks,BOS,5,97-98
Michael Brooks,DEN,8,87-88
MarShon Brooks,,111,11-12
MarShon Brooks,BKN,119,12-13
MarShon Brooks,BOS,121,13-14
Kevin Brooks,DEN,63,91-92
Kevin Brooks,DEN,80,92-93
Kevin Brooks,DEN,98,93-94
Kevin Brooks,DEN,60,94-95
Aaron Brooks,HOU,97,07-08
Aaron Brooks,HOU,105,08-09
Aaron Brooks,HOU,112,09-10
Aaron Brooks,PHO,202,10-11
Aaron Brooks,HOU,240,12-13
Aaron Brooks,SAC,325,12-13
Aaron Brooks,HOU,103,13-14
Aaron Brooks,DEN,95,13-14
Aaron Brooks,SAC,340,13-14
Aaron Brooks,CHI,115,14-15
Aaron Brooks,CHI,200,15-16
Aaron Brooks,IND,270,16-17
Jon Brockman,SAC,46,09-10
Jon Brockman,MIL,100,10-11
Jon Brockman,MIL,100,11-12
Jon Brockman,HOU,100,12-13
Mike Brittain,SAS,11,85-86
Junior Bridgeman,LAC,35,85-86
Frank Brickowski,SAS,24,87-88
Frank Brickowski,SAS,73,88-89
Frank Brickowski,MIL,91,90-91
Frank Brickowski,MIL,106,91-92
Frank Brickowski,MIL,180,92-93
Frank Brickowski,MIL,185,93-94
Frank Brickowski,SAC,223,94-95
Frank Brickowski,,325,95-96
Frank Brickowski,BOS,150,96-97
Primoz Brezec,IND,75,01-02
Primoz Brezec,IND,81,02-03
Primoz Brezec,IND,86,03-04
Primoz Brezec,CHA,155,04-05
Primoz Brezec,CHA,275,05-06
Primoz Brezec,CHA,275,06-07
Primoz Brezec,TOR,275,07-08
Primoz Brezec,MIL,111,09-10
Ronnie Brewer,UTA,160,06-07
Ronnie Brewer,UTA,172,07-08
Ronnie Brewer,UTA,183,08-09
Ronnie Brewer,MEM,272,09-10
Ronnie Brewer,CHI,479,10-11
Ronnie Brewer,CHI,471,11-12
Ronnie Brewer,OKC,107,12-13
Ronnie Brewer,HOU,119,13-14
Ronnie Brewer,CHI,7,13-14
Jamison Brewer,IND,33,01-02
Jamison Brewer,IND,51,02-03
Jamison Brewer,IND,64,03-04
Jamison Brewer,NYK,72,04-05
Corey Brewer,MIN,254,07-08
Corey Brewer,MIN,273,08-09
Corey Brewer,MIN,292,09-10
Corey Brewer,NYK,370,10-11
Corey Brewer,DEN,306,11-12
Corey Brewer,DEN,324,12-13
Corey Brewer,MIN,450,13-14
Corey Brewer,HOU,470,14-15
Corey Brewer,HOU,820,15-16
Corey Brewer,LAL,760,16-17
Corey Brewer,LAL,758,17-18
Randy Breuer,MIL,18,85-86
Randy Breuer,MIL,31,87-88
Randy Breuer,MIL,95,88-89
Randy Breuer,MIN,115,90-91
Randy Breuer,MIN,125,91-92
Randy Breuer,SAC,15,93-94
 Bremer,BOS,35,02-03
 Bremer,CLE,56,03-04
Tim Breaux,HOU,15,94-95
Tim Breaux,HOU,23,95-96
Tim Breaux,MIL,27,97-98
Terrell Brandon,CLE,53,91-92
Terrell Brandon,CLE,68,92-93
Terrell Brandon,CLE,84,93-94
Terrell Brandon,CLE,100,94-95
Terrell Brandon,CLE,116,95-96
Terrell Brandon,CLE,131,96-97
Terrell Brandon,MIL,147,97-98
Terrell Brandon,MIN,630,98-99
Terrell Brandon,MIN,740,99-00
Terrell Brandon,MIN,833,00-01
Terrell Brandon,MIN,930,01-02
Terrell Brandon,MIN,1018,02-03
Terrell Brandon,ATL,1110,03-04
Elton Brand,CHI,338,99-00
Elton Brand,CHI,363,00-01
Elton Brand,LAC,388,01-02
Elton Brand,LAC,490,02-03
Elton Brand,LAC,1096,03-04
Elton Brand,LAC,1206,04-05
Elton Brand,LAC,1315,05-06
Elton Brand,LAC,1425,06-07
Elton Brand,LAC,1534,07-08
Elton Brand,PHI,1376,08-09
Elton Brand,PHI,1486,09-10
Elton Brand,PHI,1596,10-11
Elton Brand,PHI,1706,11-12
Elton Brand,PHI,1606,12-13
Elton Brand,DAL,210,12-13
Elton Brand,ATL,400,13-14
Elton Brand,ATL,200,14-15
Elton Brand,PHI,89,15-16
Adrian Branch,POR,15,88-89
 Bramlett,CLE,12,99-00
Torraye Braggs,DET,32,00-01
Torraye Braggs,HOU,5,03-04
Marques Bragg,MIN,23,95-96
Mark Bradtke,PHI,25,96-97
Shawn Bradley,PHI,270,93-94
Shawn Bradley,PHI,351,94-95
Shawn Bradley,,432,95-96
Shawn Bradley,,513,96-97
Shawn Bradley,DAL,594,97-98
Shawn Bradley,DAL,675,98-99
Shawn Bradley,DAL,756,99-00
Shawn Bradley,DAL,837,00-01
Shawn Bradley,DAL,450,01-02
Shawn Bradley,DAL,400,02-03
Shawn Bradley,DAL,350,03-04
Shawn Bradley,DAL,400,04-05
Shawn Bradley,DAL,450,05-06
Shawn Bradley,DAL,480,06-07
Michael Bradley,TOR,112,01-02
Michael Bradley,TOR,121,02-03
Michael Bradley,TOR,129,03-04
Michael Bradley,ORL,72,04-05
Michael Bradley,PHI,82,05-06
Dudley Bradley,,10,85-86
Dudley Bradley,,8,87-88
Dudley Bradley,ATL,10,88-89
Avery Bradley,BOS,142,10-11
Avery Bradley,BOS,152,11-12
Avery Bradley,BOS,163,12-13
Avery Bradley,BOS,251,13-14
Avery Bradley,BOS,719,14-15
Avery Bradley,BOS,773,15-16
Avery Bradley,BOS,827,16-17
Avery Bradley,DET,881,17-18
Craig Brackins,PHI,131,10-11
Craig Brackins,PHI,140,11-12
Cedric Bozeman,ATL,41,06-07
Earl Boykins,CLE,29,98-99
Earl Boykins,ORL,9,99-00
Earl Boykins,LAC,50,00-01
Earl Boykins,LAC,65,01-02
Earl Boykins,GSW,53,02-03
Earl Boykins,LAC,72,02-03
Earl Boykins,DEN,250,03-04
Earl Boykins,DEN,250,04-05
Earl Boykins,DEN,275,05-06
Earl Boykins,MIL,295,06-07
Earl Boykins,CHA,53,07-08
Earl Boykins,WAS,119,09-10
Earl Boykins,MIL,135,10-11
Earl Boykins,HOU,13,11-12
Donnie Boyce,ATL,25,95-96
Donnie Boyce,ATL,25,96-97
Ira Bowman,PHI,2,01-02
Sam Bowie,POR,40,85-86
Sam Bowie,POR,106,87-88
Sam Bowie,POR,108,88-89
Sam Bowie,,200,90-91
Sam Bowie,,200,91-92
Sam Bowie,,260,92-93
Sam Bowie,LAL,320,93-94
Sam Bowie,LAL,320,94-95
Anthony Bowie,ORL,90,92-93
Anthony Bowie,ORL,90,93-94
Anthony Bowie,ORL,90,94-95
Anthony Bowie,ORL,37,95-96
Ryan Bowen,DEN,30,99-00
Ryan Bowen,DEN,51,00-01
Ryan Bowen,DEN,63,01-02
Ryan Bowen,DEN,111,02-03
Ryan Bowen,DEN,125,03-04
Ryan Bowen,HOU,81,04-05
Ryan Bowen,HOU,90,05-06
Ryan Bowen,HOU,100,06-07
Ryan Bowen,NOH,103,07-08
Ryan Bowen,NOH,114,08-09
Ryan Bowen,OKC,21,09-10
Bruce Bowen,BOS,42,97-98
Bruce Bowen,BOS,51,98-99
Bruce Bowen,CHI,51,99-00
Bruce Bowen,MIA,73,00-01
Bruce Bowen,SAS,72,01-02
Bruce Bowen,SAS,355,02-03
Bruce Bowen,SAS,365,03-04
Bruce Bowen,SAS,300,04-05
Bruce Bowen,SAS,338,05-06
Bruce Bowen,SAS,375,06-07
Bruce Bowen,SAS,413,07-08
Bruce Bowen,SAS,400,08-09
Bruce Bowen,MIL,200,09-10
Cal Bowdler,ATL,103,99-00
Cal Bowdler,ATL,110,00-01
Cal Bowdler,ATL,118,01-02
Ruben Boumtje,POR,33,01-02
Ruben Boumtje,POR,51,02-03
Ruben Boumtje,POR,66,03-04
Chris Bosh,TOR,291,03-04
Chris Bosh,TOR,313,04-05
Chris Bosh,TOR,335,05-06
Chris Bosh,TOR,424,06-07
Chris Bosh,TOR,1246,07-08
Chris Bosh,TOR,1441,08-09
Chris Bosh,TOR,1578,09-10
Chris Bosh,MIA,1450,10-11
Chris Bosh,MIA,1602,11-12
Chris Bosh,MIA,1755,12-13
Chris Bosh,MIA,1907,13-14
Chris Bosh,MIA,2064,14-15
Chris Bosh,MIA,2219,15-16
Chris Bosh,MIA,2374,16-17
Chris Bosh,MIA,2529,17-18
Chris Bosh,MIA,2684,18-19
Lazaro Borrell,,30,99-00
Curtis Borchardt,UTA,111,02-03
Curtis Borchardt,UTA,119,03-04
Curtis Borchardt,UTA,128,04-05
Curtis Borchardt,BOS,197,05-06
Carlos Boozer,CLE,35,02-03
Carlos Boozer,CLE,56,03-04
Carlos Boozer,UTA,1097,04-05
Carlos Boozer,UTA,1159,05-06
Carlos Boozer,UTA,1126,06-07
Carlos Boozer,UTA,1126,07-08
Carlos Boozer,UTA,1159,08-09
Carlos Boozer,UTA,1352,09-10
Carlos Boozer,CHI,1440,10-11
Carlos Boozer,CHI,1350,11-12
Carlos Boozer,CHI,1500,12-13
Carlos Boozer,CHI,1530,13-14
Carlos Boozer,CHI,1355,14-15
Carlos Boozer,LAL,325,14-15
Keith Booth,CHI,60,97-98
Keith Booth,CHI,69,98-99
Keith Booth,CHI,78,99-00
Calvin Booth,WAS,30,99-00
Calvin Booth,WAS,42,00-01
Calvin Booth,,454,01-02
Calvin Booth,,499,02-03
Calvin Booth,,545,03-04
Calvin Booth,DAL,590,04-05
Calvin Booth,WAS,90,05-06
Calvin Booth,MIL,635,05-06
Calvin Booth,MIL,663,06-07
Calvin Booth,WAS,100,06-07
Calvin Booth,PHI,110,07-08
Calvin Booth,SAC,132,08-09
Josh Boone,,105,06-07
Josh Boone,,113,07-08
Josh Boone,,121,08-09
Josh Boone,,206,09-10
Trevor Booker,WAS,120,10-11
Trevor Booker,WAS,129,11-12
Trevor Booker,WAS,139,12-13
Trevor Booker,WAS,235,13-14
Trevor Booker,UTA,500,14-15
Trevor Booker,UTA,478,15-16
Trevor Booker,BKN,925,16-17
Trevor Booker,BKN,913,17-18
Matt Bonner,TOR,39,04-05
Matt Bonner,TOR,200,05-06
Matt Bonner,SAS,200,06-07
Matt Bonner,SAS,268,07-08
Matt Bonner,SAS,299,08-09
Matt Bonner,SAS,324,09-10
Matt Bonner,SAS,300,10-11
Matt Bonner,SAS,332,11-12
Matt Bonner,SAS,363,12-13
Matt Bonner,SAS,395,13-14
Matt Bonner,SAS,145,14-15
Matt Bonner,SAS,150,15-16
Anthony Bonner,SAC,57,91-92
Anthony Bonner,SAC,76,92-93
Anthony Bonner,NYK,65,93-94
Anthony Bonner,NYK,85,94-95
Walter Bond,DAL,15,92-93
Walter Bond,UTA,15,93-94
Walter Bond,DET,12,94-95
Walter Bond,UTA,6,94-95
Manute Bol,,14,85-86
Manute Bol,,20,87-88
Manute Bol,GSW,40,88-89
Manute Bol,PHI,130,90-91
Manute Bol,PHI,135,91-92
Manute Bol,PHI,165,92-93
Manute Bol,MIA,65,93-94
Manute Bol,GSW,20,94-95
Etdrick Bohannon,IND,27,97-98
Etdrick Bohannon,LAC,52,00-01
Andrew Bogut,MIL,434,05-06
Andrew Bogut,MIL,467,06-07
Andrew Bogut,MIL,499,07-08
Andrew Bogut,MIL,629,08-09
Andrew Bogut,MIL,1000,09-10
Andrew Bogut,MIL,1100,10-11
Andrew Bogut,MIL,1200,11-12
Andrew Bogut,GSW,1300,12-13
Andrew Bogut,GSW,1400,13-14
Andrew Bogut,GSW,1297,14-15
Andrew Bogut,GSW,1200,15-16
Andrew Bogut,CLE,24,16-17
Andrew Bogut,PHI,1103,16-17
Muggsy Bogues,,25,87-88
Muggsy Bogues,CHA,35,88-89
Muggsy Bogues,CHA,81,90-91
Muggsy Bogues,CHA,91,91-92
Muggsy Bogues,CHA,70,92-93
Muggsy Bogues,CHA,90,93-94
Muggsy Bogues,CHA,113,94-95
Muggsy Bogues,CHA,135,95-96
Muggsy Bogues,CHA,158,96-97
Muggsy Bogues,CHA,180,97-98
Muggsy Bogues,GSW,280,98-99
Muggsy Bogues,TOR,51,99-00
Muggsy Bogues,TOR,174,00-01
Muggsy Bogues,DAL,152,01-02
Muggsy Bogues,DAL,166,02-03
Muggsy Bogues,DAL,44,03-04
Keith Bogans,ORL,37,03-04
Keith Bogans,CHA,62,04-05
Keith Bogans,CHA,87,05-06
Keith Bogans,ORL,251,06-07
Keith Bogans,ORL,244,07-08
Keith Bogans,MIL,257,08-09
Keith Bogans,SAS,103,09-10
Keith Bogans,CHI,160,10-11
Keith Bogans,,85,11-12
Keith Bogans,BKN,123,12-13
Keith Bogans,BOS,506,13-14
Tony Bobbitt,LAL,31,04-05
Mark Blount,BOS,32,00-01
Mark Blount,BOS,54,01-02
Mark Blount,DEN,76,02-03
Mark Blount,BOS,94,03-04
Mark Blount,BOS,490,04-05
Mark Blount,BOS,552,05-06
Mark Blount,MIN,729,06-07
Mark Blount,MIA,790,07-08
Mark Blount,MIA,851,08-09
Mark Blount,MIN,796,09-10
Corie Blount,CHI,62,93-94
Corie Blount,CHI,85,94-95
Corie Blount,LAL,104,95-96
Corie Blount,LAL,124,96-97
Corie Blount,LAL,143,97-98
Corie Blount,LAL,163,98-99
Corie Blount,CLE,54,98-99
Corie Blount,PHO,110,99-00
Corie Blount,PHO,132,00-01
Corie Blount,PHI,161,01-02
Corie Blount,CHI,140,02-03
Corie Blount,CHI,168,03-04
Eric Bledsoe,LAC,149,10-11
Eric Bledsoe,LAC,160,11-12
Eric Bledsoe,LAC,171,12-13
Eric Bledsoe,PHO,263,13-14
Eric Bledsoe,PHO,1217,14-15
Eric Bledsoe,PHO,1309,15-16
Eric Bledsoe,PHO,1400,16-17
Eric Bledsoe,PHO,1450,17-18
Eric Bledsoe,PHO,1500,18-19
Mookie Blaylock,,53,90-91
Mookie Blaylock,,58,91-92
Mookie Blaylock,ATL,66,92-93
Mookie Blaylock,ATL,163,93-94
Mookie Blaylock,ATL,210,94-95
Mookie Blaylock,ATL,250,95-96
Mookie Blaylock,ATL,280,96-97
Mookie Blaylock,ATL,300,97-98
Mookie Blaylock,ATL,360,98-99
Mookie Blaylock,GSW,420,99-00
Mookie Blaylock,GSW,480,00-01
Mookie Blaylock,GSW,540,01-02
Andray Blatche,WAS,40,05-06
Andray Blatche,WAS,66,06-07
Andray Blatche,WAS,247,07-08
Andray Blatche,WAS,274,08-09
Andray Blatche,WAS,300,09-10
Andray Blatche,WAS,590,10-11
Andray Blatche,WAS,644,11-12
Andray Blatche,WAS,712,12-13
Andray Blatche,BKN,115,12-13
Andray Blatche,BKN,138,13-14
Andray Blatche,WAS,847,14-15
Ricky Blanton,CHI,1,92-93
Lance Blanks,DET,37,90-91
Lance Blanks,DET,42,91-92
Lance Blanks,MIN,49,92-93
Will Blalock,DET,41,06-07
Steve Blake,WAS,37,03-04
Steve Blake,WAS,62,04-05
Steve Blake,POR,100,05-06
Steve Blake,DEN,133,06-07
Steve Blake,POR,425,07-08
Steve Blake,POR,425,08-09
Steve Blake,LAC,493,09-10
Steve Blake,LAL,400,10-11
Steve Blake,LAL,400,11-12
Steve Blake,LAL,400,12-13
Steve Blake,GSW,400,13-14
Steve Blake,LAL,400,13-14
Steve Blake,POR,208,14-15
Steve Blake,DET,217,15-16
DeJuan Blair,SAS,85,09-10
DeJuan Blair,SAS,92,10-11
DeJuan Blair,SAS,99,11-12
DeJuan Blair,SAS,105,12-13
DeJuan Blair,DAL,95,13-14
DeJuan Blair,WAS,200,14-15
DeJuan Blair,PHO,200,15-16
Alex Blackwell,LAL,14,92-93
Rolando Blackman,DAL,50,85-86
Rolando Blackman,DAL,54,87-88
Rolando Blackman,DAL,54,88-89
Rolando Blackman,DAL,165,90-91
Rolando Blackman,DAL,192,91-92
Rolando Blackman,NYK,150,92-93
Rolando Blackman,NYK,200,93-94
Rolando Blackman,NYK,134,94-95
Uwe Blab,DAL,20,85-86
Uwe Blab,DAL,26,87-88
Uwe Blab,DAL,28,88-89
Bismack Biyombo,CHA,280,11-12
Bismack Biyombo,CHA,301,12-13
Bismack Biyombo,CHA,305,13-14
Bismack Biyombo,CHA,387,14-15
Bismack Biyombo,TOR,300,15-16
Bismack Biyombo,ORL,1700,16-17
Bismack Biyombo,ORL,1700,17-18
Bismack Biyombo,ORL,1700,18-19
Bismack Biyombo,ORL,1700,19-20
Otis Birdsong,,110,85-86
Otis Birdsong,,50,87-88
Larry Bird,BOS,180,85-86
Larry Bird,BOS,180,87-88
Larry Bird,BOS,180,88-89
Larry Bird,BOS,150,90-91
Larry Bird,BOS,707,91-92
Larry Bird,BOS,230,92-93
Chauncey Billups,BOS,238,97-98
Chauncey Billups,DEN,274,98-99
Chauncey Billups,ORL,310,99-00
Chauncey Billups,MIN,225,00-01
Chauncey Billups,MIN,248,01-02
Chauncey Billups,DET,455,02-03
Chauncey Billups,DET,500,03-04
Chauncey Billups,DET,546,04-05
Chauncey Billups,DET,591,05-06
Chauncey Billups,DET,636,06-07
Chauncey Billups,DET,1000,07-08
Chauncey Billups,DEN,1105,08-09
Chauncey Billups,DEN,1210,09-10
Chauncey Billups,NYK,1315,10-11
Chauncey Billups,NYK,1220,11-12
Chauncey Billups,LAC,200,11-12
Chauncey Billups,LAC,400,12-13
Chauncey Billups,DET,250,13-14
Andris Biedrins,GSW,173,04-05
Andris Biedrins,GSW,186,05-06
Andris Biedrins,GSW,199,06-07
Andris Biedrins,GSW,264,07-08
Andris Biedrins,GSW,900,08-09
Andris Biedrins,GSW,900,09-10
Andris Biedrins,GSW,900,10-11
Andris Biedrins,GSW,900,11-12
Andris Biedrins,GSW,900,12-13
Andris Biedrins,UTA,900,13-14
Mike Bibby,,240,98-99
Mike Bibby,,309,99-00
Mike Bibby,,331,00-01
Mike Bibby,SAC,417,01-02
Mike Bibby,SAC,850,02-03
Mike Bibby,SAC,950,03-04
Mike Bibby,SAC,1050,04-05
Mike Bibby,SAC,1150,05-06
Mike Bibby,SAC,1250,06-07
Mike Bibby,ATL,1350,07-08
Mike Bibby,ATL,1498,08-09
Mike Bibby,ATL,622,09-10
Mike Bibby,WAS,556,10-11
Mike Bibby,NYK,135,11-12
Travis Best,IND,58,95-96
Travis Best,IND,67,96-97
Travis Best,IND,75,97-98
Travis Best,IND,275,98-99
Travis Best,IND,325,99-00
Travis Best,IND,350,00-01
Travis Best,IND,338,01-02
Travis Best,MIA,140,02-03
Travis Best,DAL,94,03-04
Travis Best,,100,04-05
Walter Berry,SAS,29,87-88
Walter Berry,,31,88-89
Ricky Berry,SAC,30,88-89
Kent Benson,DET,32,85-86
Kent Benson,CLE,35,87-88
Keith Benson,GSW,4,11-12
David Benoit,UTA,23,91-92
David Benoit,UTA,30,92-93
David Benoit,UTA,81,93-94
David Benoit,UTA,100,94-95
David Benoit,UTA,120,95-96
David Benoit,,51,96-97
David Benoit,,61,97-98
David Benoit,UTA,74,00-01
Winston Bennett,CLE,53,90-91
Winston Bennett,CLE,53,91-92
Tony Bennett,CHA,14,92-93
Tony Bennett,CHA,18,93-94
Tony Bennett,CHA,22,94-95
Mario Bennett,PHO,48,95-96
Mario Bennett,PHO,56,96-97
Mario Bennett,PHO,63,97-98
Mario Bennett,LAL,27,97-98
Corey Benjamin,CHI,54,98-99
Corey Benjamin,CHI,70,99-00
Corey Benjamin,CHI,75,00-01
Benoit Benjamin,LAC,58,85-86
Benoit Benjamin,LAC,108,87-88
Benoit Benjamin,LAC,100,88-89
Benoit Benjamin,,175,90-91
Benoit Benjamin,,288,91-92
Benoit Benjamin,,318,92-93
Benoit Benjamin,,358,93-94
Benoit Benjamin,,377,94-95
Benoit Benjamin,MIL,398,95-96
Benoit Benjamin,CLE,12,99-00
Jonathan Bender,IND,221,99-00
Jonathan Bender,IND,238,00-01
Jonathan Bender,IND,255,01-02
Jonathan Bender,IND,323,02-03
Jonathan Bender,IND,580,03-04
Jonathan Bender,IND,653,04-05
Jonathan Bender,IND,718,05-06
Jonathan Bender,NYK,80,09-10
Troy Bell,MEM,129,03-04
Troy Bell,MEM,138,04-05
Troy Bell,MEM,148,05-06
Raja Bell,PHI,54,01-02
Raja Bell,DAL,61,02-03
Raja Bell,UTA,69,03-04
Raja Bell,UTA,132,04-05
Raja Bell,PHO,425,05-06
Raja Bell,PHO,450,06-07
Raja Bell,PHO,475,07-08
Raja Bell,CHA,500,08-09
Raja Bell,GSW,525,09-10
Raja Bell,UTA,300,10-11
Raja Bell,UTA,324,11-12
Raja Bell,UTA,348,12-13
Charlie Bell,PHO,9,01-02
Charlie Bell,MIL,64,05-06
Charlie Bell,MIL,74,06-07
Charlie Bell,MIL,310,07-08
Charlie Bell,MIL,335,08-09
Charlie Bell,MIL,360,09-10
Charlie Bell,GSW,445,10-11
Charlie Bell,GSW,410,11-12
Marco Belinelli,GSW,135,07-08
Marco Belinelli,GSW,145,08-09
Marco Belinelli,TOR,155,09-10
Marco Belinelli,NOH,238,10-11
Marco Belinelli,NOH,338,11-12
Marco Belinelli,CHI,196,12-13
Marco Belinelli,SAS,275,13-14
Marco Belinelli,SAS,287,14-15
Marco Belinelli,SAC,633,15-16
Marco Belinelli,ATL,661,17-18
William Bedford,DET,64,87-88
William Bedford,DET,69,88-89
William Bedford,DET,85,90-91
William Bedford,DET,90,91-92
William Bedford,,93,92-93
Corey Beck,CHA,27,97-98
Corey Beck,CHA,43,98-99
Rodrigue Beaubois,DAL,108,09-10
Rodrigue Beaubois,DAL,116,10-11
Rodrigue Beaubois,DAL,124,11-12
Rodrigue Beaubois,DAL,223,12-13
Michael Beasley,MIA,431,08-09
Michael Beasley,MIA,464,09-10
Michael Beasley,MIN,496,10-11
Michael Beasley,MIN,626,11-12
Michael Beasley,PHO,575,12-13
Michael Beasley,MIA,103,13-14
Michael Beasley,PHO,467,13-14
Michael Beasley,PHO,78,14-15
Michael Beasley,MIA,33,14-15
Michael Beasley,HOU,31,15-16
Michael Beasley,PHO,78,16-17
Michael Beasley,MIL,140,16-17
Jerome Beasley,MIA,37,03-04
