,XH,午餐平均消费,早餐次数,洗澡花销,洗澡次数,成绩等级
5419,201608082,10.0115,11,77.07,20,20
5420,201608083,10.9,10,112,21,20
5421,201608084,12.85215686,13,10.64,2,20
5422,201608085,10.89625,98,109.62,18,20
5423,201608086,16.19538462,19,214.13,64,10
5424,201608087,10.58142857,156,141.19,20,20
5425,201608088,10.67965517,10,305.34,47,15
5426,201608089,14.83636364,2,120.19,22,20
5427,201608110,10.375,18,24.08,12,20
5428,201608111,12.638,58,178.71,24,25
5429,201608112,13.36478723,47,121.52,39,20
5430,201608114,7.137537313,51,16.38,4,25
5431,201608115,10.95333333,24,8.54,3,20
5432,201608116,13.52426829,66,333.9,64,15
5433,201608117,8.032819149,93,292.32,52,20
5434,201608118,13.4984375,44,45.43,18,20
5435,201608119,10.77857143,91,83.37,28,20
5436,201608123,10.533125,2,588.28,143,15
5437,201608128,8.614683544,31,51.24,20,10
5438,201608129,12.64,1,3.59,1,20
5439,201608131,9.837419355,73,450.1,73,10
5440,201608133,7.318285714,170,151.72,48,15
5441,201608138,11.0483871,26,73.71,14,20
5442,201608139,10.89,52,228.48,53,15
5443,201609023,13.10274725,29,83.38,24,20
5444,201609025,10.71684783,120,165.68,91,20
5445,201609026,9.91588785,142,512.16,133,10
5446,201609028,9.981707317,82,251.94,115,20
5447,201609032,9.941628959,70,149.82,60,20
5448,201609033,11.99333333,11,79.29,45,20
5449,201609034,11.237,8,18.2,6,15
5450,201609036,12.89587629,123,23.43,14,20
5451,201609037,9.764175258,165,123.13,82,15
5452,201609038,10.47887179,32,31.49,20,20
5453,201609039,11.78711111,50,206.74,120,10
5454,201609041,8.666666667,3,5.2,4,30
5455,201609051,8.588888889,82,641.34,106,15
5456,201609052,11.17272727,15,159.88,58,20
5457,201609053,15.18340426,62,31.08,5,20
5458,201609054,12.3825641,78,77.49,22,10
5459,201609055,10.48402985,90,53.97,14,20
5460,201609056,9.435655738,221,56.21,9,10
5461,201609057,6.047863248,223,6.93,3,20
5462,201609059,14.05571429,1,11.48,4,20
5463,201609083,9.425714286,30,94.89,20,20
5464,201609084,9.001029412,55,116.41,27,15
5465,201609120,16.86408451,16,6.14,4,20
5466,201609122,12.92328042,110,127.65,40,15
5467,201609125,13.7785124,43,225.28,71,10
5468,201609126,14.11823529,17,93.77,28,15
5469,201609127,10.77357143,245,202.28,75,10
5470,201609128,7.38646789,223,135.85,52,10
5471,201609129,14.20163934,27,6.4,2,10
5472,201609130,10.50458716,132,129,79,10
5473,201609133,14.11652174,111,90.81,77,20
5474,201609135,11.48245614,69,141.81,106,20
5475,201609139,14.49514925,31,137.13,48,10
5476,201609152,8.5975,38,153.02,34,20
5477,201609153,11.3822043,148,194.6,48,20
5478,201609157,10.924,6,711.13,74,20
5479,201609158,9.092,12,23.38,6,20
5480,201609159,8.948555556,141,224.42,45,20
5481,201609220,10.88235294,45,55.68,29,15
5482,201609221,10.94786096,82,168.46,62,15
5483,201609223,13.99972527,155,200.11,72,10
5484,201609225,10.61205128,193,344.54,178,10
5485,201609226,11.46445783,65,263.73,83,10
5486,201609227,10.61328704,117,209.44,148,10
5487,201609228,10.60718563,95,44.58,13,15
5488,201609229,16.94461538,28,209.99,93,20
5489,201609320,10.236,53,153.8,84,20
5490,201609321,10.86397849,2,99.68,56,10
5491,201609324,10.2039801,163,161.37,27,10
5492,201609325,11.29277778,195,224.39,103,10
5493,201609327,6.547530864,268,258.39,77,10
5494,201609329,9.413,73,391.19,89,15
5495,201609420,10.37368421,70,113.15,43,10
5496,201609421,13.50520833,91,193.85,94,10
5497,201609422,12.33196721,31,1.58,2,20
5498,201609423,9.937735849,17,40.88,22,10
5499,201609424,11.22796053,11,135.42,62,20
5500,201609427,10.74436937,137,123.67,67,10
5501,201609428,12.00245902,3,198.42,112,10
5502,201609429,11.66129032,20,178.76,104,15
5503,201610002,7.031854839,131,270.48,84,20
5504,201610003,10.56871795,145,1.61,1,20
5505,201610004,10.77173913,20,4.69,1,10
5506,201610006,9.937155963,43,91,32,15
5507,201610007,10.09419355,83,285.04,49,20
5508,201610019,11.07516129,22,6.23,1,10
5509,201610020,11.76862069,47,5.39,1,10
5510,201610021,9.354,115,609.63,131,30
5511,201610026,16.34194444,14,191.59,46,20
5512,201610030,8.012105263,3,34.65,11,20
5513,201610040,11.56068966,191,9.59,6,20
5514,201610041,10.15942857,167,160.16,53,20
5515,201610042,6.357085427,222,389.83,85,20
5516,201610043,8.298942308,160,116.83,19,20
5517,201610045,10.27894737,84,383.83,49,20
5518,201610046,11.44952381,59,340.62,40,20
5519,201610047,6.059259259,51,10.22,2,20
5520,201610048,8.986491228,87,147.56,54,20
5521,201610049,8.373880597,38,152.74,29,20
5522,201610070,7.205,26,307.94,64,20
5523,201610071,6.457142857,2,128.94,13,20
5524,201610072,18.25510638,7,94.49,20,20
5525,201610073,8.91,43,230.65,62,20
5526,201610074,9.500421053,23,144.55,13,15
5527,201610080,10.22397727,133,262.5,51,10
5528,201610081,8.57804878,12,227.38,111,20
5529,201610082,11.30585714,27,15.47,4,15
5530,201610083,15.71322581,25,200.9,36,10
5531,201610084,12.48333333,27,68.81,17,15
5532,201610085,10.71753247,100,210.84,76,15
5533,201610086,13.516,58,413.35,92,15
5534,201610087,4.88,46,99.61,20,10
5535,201610088,8.181694915,65,106.82,37,20
5536,201610089,13.67213115,2,706.51,238,20
5537,201610090,3.833333333,65,102.34,60,20
5538,201610091,10.90441176,8,67.27,17,15
5539,201610092,8.9084,66,39.48,12,20
5540,201610093,9.413461538,65,217.63,37,20
5541,201610094,9.478571429,4,59.64,14,10
5542,201610095,3.65,4,23.24,6,20
5543,201610096,8.243333333,16,265.37,55,20
5544,201610098,6.764117647,77,245.35,61,20
5545,201610099,8.641984127,149,341.39,83,20
5546,201610140,11.25829268,25,311.99,36,20
5547,201610141,11.47385965,110,118.85,25,20
5548,201610142,9.75,113,576.59,83,20
5549,201610143,10.11177419,157,112.28,39,20
5550,201610145,8.95609375,55,330.54,65,20
5551,201610146,10.24772727,54,202.16,38,20
5552,201610147,8.135151515,17,398.51,36,20
5553,201610148,10.32692308,2,204.26,57,20
5554,201610149,7.346564885,146,255.58,64,20
5555,201611011,8.175769231,206,214.27,37,20
5556,201611012,11.68166667,53,396.62,68,20
5557,201611015,15.13666667,3,164.92,32,20
5558,201611017,8.225,23,319.76,92,20
5559,201611114,5.880748663,175,18.48,4,20
5560,201612010,9.173069307,80,19.25,11,20
5561,201612021,6.639534884,7,191.94,38,30
5562,201612022,11.54268293,1,24.22,13,10
5563,201612024,10.14074468,68,192.64,43,20
5564,201612025,11.22145161,78,147,41,10
5565,201612026,8.6,38,68.81,10,10
5566,201612028,12.24590909,23,231.35,27,10
5567,201612097,10.29947368,14,187.88,33,10
5568,201612146,9.366,14,101.57,6,10
5569,201612187,11.10434783,27,90.16,11,20
5570,201614011,8.019642857,108,79.38,38,20
5571,201614012,11.05,14,4.13,2,10
5572,201614013,11.76964286,8,185.92,52,10
5573,201614014,12.922,12,158.2,38,20
5574,201614015,9.319056604,36,32.55,11,10
5575,201614016,11.673,47,90.09,22,20
5576,201614018,10.31582278,164,16.17,4,20
5577,201614020,8.084198113,35,60.97,31,10
5578,201614021,8.742307692,109,164.57,40,10
5579,201614022,9.774418605,72,100.73,26,10
5580,201614023,8.712449799,218,66.71,22,20
5581,201614024,7.621956522,182,146.4,43,10
5582,201614026,10.50972414,159,116.83,49,10
5583,201614027,10.3645625,201,403.76,82,10
5584,201614028,8.603904762,166,226.59,59,10
5585,201614029,9.780060976,251,309.67,68,10
5586,201614031,10.206,63,75.67,28,15
5587,201614032,10.48055556,165,196.56,44,15
5588,201614033,9.470294118,29,143.29,26,20
5589,201614034,9.6375,3,7.91,1,10
5590,201614035,10.24117647,12,110.83,15,10
5591,201614036,9.712022472,151,253.19,46,10
5592,201614037,8.63037037,136,660.1,105,10
5593,201614039,9.906896552,32,171.22,55,20
5594,201614040,7.976262626,18,129.78,50,15
5595,201614041,11.71052632,50,414.11,66,20
5596,201614042,9.133521127,137,15.4,4,20
5597,201614044,14.68851852,37,898.8,135,20
5598,201614045,9.158701299,80,274.47,36,20
5599,201614046,8.084278351,244,26.04,13,20
5600,201614047,20.40861111,18,42,5,20
5601,201614048,4.75,8,207.55,52,20
5602,201614049,11.0183908,24,43.33,12,15
5603,201614050,12.40511364,25,13.65,3,15
5604,201614051,11.06073593,114,71.47,31,10
5605,201614052,13.01491525,69,86.59,16,20
5606,201614053,9.545652174,143,170.87,38,15
5607,201614055,16.74278351,95,89.39,21,15
5608,201614057,14.44166667,15,145.6,16,20
5609,201614058,10.21148936,123,18.83,8,15
5610,201614059,9.254326241,195,303.38,94,10
5611,201614061,15.78642857,116,462.14,55,20
5612,201614063,11.91520231,200,385.32,62,10
5613,201614067,17.91886792,85,11.62,3,15
5614,201614074,5.5,28,26.39,11,10
5615,201614075,15.52059322,44,115.36,24,20
5616,201614078,16.27375,40,63.98,20,20
5617,201614079,12.23341463,84,24.71,11,20
5618,201614080,9.989487179,29,72.38,25,20
5619,201614081,9.529545455,49,105.77,33,20
5620,201614082,9.01548913,215,13.65,10,20
5621,201614083,10.16818182,83,294.81,41,20
5622,201614084,11.77801724,76,390.6,160,20
5623,201614085,9.113895131,52,359.73,87,20
5624,201614086,10.65493671,46,7.84,2,20
5625,201614087,6.5,4,44.66,6,20
5626,201614088,10.67333333,16,13.36,4,20
5627,201614090,10.37142857,146,114.03,32,20
5628,201614091,13.77054945,88,104.65,80,20
5629,201614092,4.258371041,273,59.57,13,20
5630,201614093,12.03783333,27,73.36,13,20
5631,201614094,11.12934783,75,178.43,41,20
5632,201614095,9.053813559,85,163.24,36,20
5633,201614096,11.8424424,233,344.61,86,20
5634,201614097,3.897370518,264,126.35,34,20
5635,201614098,9.915531915,121,12.6,6,20
5636,201614099,15.52071429,106,3.63,1,20
5637,201614110,6.101428571,12,71.19,29,15
5638,201614113,11.01062016,99,426.51,101,10
5639,201614115,8.76146789,76,193.9,53,10
5640,201614117,11,3,23.8,8,10
5641,201614118,10.10907407,118,197.33,42,20
5642,201614119,12.432,39,96.04,27,20
5643,201614150,11.19812081,115,143.08,22,10
5644,201614151,12.63583333,29,42.98,18,15
5645,201614152,10.40027027,70,56.49,14,20
5646,201614154,10.27277778,14,35.7,12,20
5647,201614155,8.660735294,110,282.73,42,15
5648,201614210,11.61294521,7,35.28,13,10
5649,201614211,10.61015385,8,169.96,36,20
5650,201614213,9.92744,24,153.44,44,10
5651,201614215,8.211764706,42,423.08,102,15
5652,201614217,10.93491597,72,6.58,2,20
5653,201614219,15.93372093,36,4.69,1,10
5654,201615010,7.25,2,399.21,94,20
5655,201615012,11.83333333,17,6.43,1,20
5656,201615014,12.02954545,11,76.65,16,10
5657,201615015,7.431229508,10,42.42,13,10
5658,201615016,10.4944898,7,132.65,30,15
5659,201615020,15.41666667,5,567.35,159,20
5660,201615021,10.66612903,122,147.49,45,10
5661,201615022,13.09632353,1,131.53,47,10
5662,201615025,11.62019417,44,327.25,48,10
5663,201615026,9.822383721,152,649.6,76,20
5664,201615028,11.72388889,91,183.89,59,20
5665,201615031,10.00357143,7,275.38,44,10
5666,201615032,9.283333333,1,78.33,8,15
5667,201615034,10.29117647,14,189,35,10
5668,201615035,14.43866667,18,47.67,7,20
5669,201615040,9.816891892,40,367.43,74,20
5670,201615044,13.00595238,109,149.45,41,10
5671,201615045,13.18333333,11,102.55,39,20
5672,201615046,11.92936508,3,217.77,34,20
5673,201615050,8.391927711,49,147.56,46,20
5674,201615053,14.07342857,26,68.74,17,25
5675,201615055,11.1,20,535.64,166,20
5676,201615056,12.9265625,7,236.11,70,20
5677,201615057,11.50920635,70,747.46,208,20
5678,201615058,10.57132353,73,23.45,11,20
5679,201615110,14.65625,47,278.25,83,20
5680,201615111,7.574155844,195,2.16,1,20
5681,201615113,6.3,30,66.92,10,15
5682,201615115,15.95588235,31,18.41,8,10
5683,201615116,15.84615385,7,90.72,13,10
5684,201615117,11.24324675,34,130.76,64,20
5685,201615119,14.69810811,33,4.57,1,20
5686,201615120,9.292307692,125,122.08,38,15
5687,201615123,10.18481013,169,140.14,71,15
5688,201615126,14.43701299,58,54.67,25,15
5689,201615127,9.025,4,192.92,32,20
5690,201615129,12.57380952,12,134.61,63,20
5691,201615274,9.5285,2,121.03,26,15
5692,201615276,8.341702128,45,69.16,16,15
5693,201616011,12.37230769,38,247.03,36,10
5694,201616012,9.5,27,53.41,18,10
5695,201616013,10.04285714,44,141.26,48,10
5696,201616014,9.981111111,141,377.58,65,10
5697,201616015,10.93432203,105,236.32,53,10
5698,201616016,8.723114754,94,98.28,31,10
5699,201616019,9.863125,26,112.56,53,15
5700,201616020,12.49963855,11,29.96,6,15
5701,201616021,11.27321429,101,85.19,23,15
5702,201616022,11.35192771,21,29.75,9,10
5703,201616023,13.73777778,104,156.03,46,15
5704,201616024,15.74285714,3,14.84,5,20
5705,201616025,14.55,24,52.29,16,10
5706,201616026,10.53225806,136,152.11,32,20
5707,201616027,10.02690058,122,232.05,60,15
5708,201616028,12.65633663,123,87.22,37,20
5709,201616029,7.799545455,185,259.63,85,20
5710,201616030,7.629936306,206,55.79,31,20
5711,201616031,12.19581818,73,36.96,11,10
5712,201616032,10.44287129,96,121.45,28,20
5713,201616033,14.07894737,13,95.55,15,15
5714,201616034,10.08953488,201,145.18,49,20
5715,201616035,11.78492308,67,61.11,26,10
5716,201616037,11.80151515,21,3.01,1,15
5717,201616038,12.290625,24,107.45,54,10
5718,201616039,11.36333333,81,46.34,19,20
5719,201616040,9.050645161,4,2.66,1,20
5720,201616041,11.86934211,83,370.79,81,20
5721,201616043,9.37394958,48,93.59,23,10
5722,201616045,9.754067797,72,89.39,16,20
5723,201616047,11.07551181,86,335.65,58,15
5724,201616048,11.3962963,24,88.83,28,20
5725,201616050,11.67201613,99,38.21,7,10
5726,201616052,10.26428571,22,404.81,37,10
5727,201616053,10.06767241,99,7.63,3,10
5728,201616054,8.805402299,51,154.77,28,10
5729,201616055,8.298484848,16,142.8,29,10
5730,201616056,13.56836066,36,120.05,31,10
5731,201616058,10.778125,53,223.72,39,10
5732,201616059,8.361111111,3,37.45,15,10
5733,201616060,15.67769231,21,256.83,31,10
5734,201616061,13.216,44,60.13,17,10
5735,201616062,9.606986301,66,335.09,143,10
5736,201616063,8.196875,17,116.62,15,10
5737,201616064,11.34411765,23,361.13,43,10
5738,201616065,7.5,11,233.17,34,10
5739,201616066,10.05619048,2,6.93,4,10
5740,201616067,4.797619048,32,213.92,34,10
5741,201616068,4.751388889,68,97.52,26,10
5742,201616069,9.772877358,140,260.05,103,10
5743,201616110,10.09708333,36,103.95,46,10
5744,201616111,10.74591398,58,177.8,54,10
5745,201616112,13.02457627,12,37.52,11,10
5746,201616113,11.72014286,35,106.4,34,10
5747,201616114,13.98327273,46,50.4,15,10
5748,201616115,12.1251087,72,126.91,29,20
5749,201616116,11.37927273,228,345.45,82,15
5750,201616117,9.673809524,20,13.51,6,10
5751,201616118,10.85074766,55,22.19,8,10
5752,201616119,13.5775,13,294.84,54,10
5753,201616140,7.292619048,96,8.96,1,15
5754,201616142,9.242007576,194,13.51,3,10
5755,201616143,12.24554622,15,164.01,51,30
5756,201616145,11.87285714,61,29.54,11,20
5757,201616147,10.66570175,199,196.35,73,15
5758,201616148,12.89636364,40,23.87,11,20
5759,201616149,9.783315217,83,175.07,37,20
5760,201616150,11.52380952,133,70,12,15
5761,201616151,11.51138462,67,50.82,22,10
5762,201616152,12.98797297,86,67.2,16,10
5763,201616156,12.49747126,57,86.03,21,10
5764,201616158,10.49215686,219,0.98,1,10
5765,201616159,10.56493827,27,77.21,14,15
5766,201616210,11.89421348,127,343.91,49,20
5767,201616211,9.684967742,216,87.92,62,20
5768,201616213,8.199633028,119,115.78,17,20
5769,201616214,10.4496,137,79.94,30,10
5770,201616215,11.68671533,111,150.22,70,10
5771,201616216,9.695673077,89,119.91,33,20
5772,201616218,9.36030303,91,299.6,87,10
5773,201616219,8.937352941,17,9.45,3,10
5774,201617010,6.747668394,173,131.46,82,30
5775,201617012,10.35376,184,152.81,72,15
5776,201617013,12.415,30,173.11,46,10
5777,201617015,10.34130435,78,114.03,23,10
5778,201617016,12.53462185,1,88.83,23,10
5779,201617017,10.33356164,159,184.45,64,10
5780,201617018,9.866578947,52,158.99,43,10
5781,201617019,10.36741935,146,113.89,27,15
5782,201617022,10.24416667,4,105.28,29,10
5783,201617025,12.08815789,6,38.92,8,10
5784,201617026,11.51717172,10,114.8,33,10
5785,201617029,11.46954545,56,11.9,5,10
5786,201617030,10.20307018,231,39.76,27,20
5787,201617031,10.56507177,170,27.69,15,20
5788,201617032,12.54066667,10,73.85,11,10
5789,201617033,9.284041096,243,25.76,9,10
5790,201617034,11.07142857,1,160.93,53,10
5791,201617037,11.66133333,4,155.54,21,20
5792,201617038,10.50894737,20,498.54,71,10
5793,201617040,22.04090909,1,101.84,30,20
5794,201617048,8.405147059,6,2.31,1,20
5795,201617050,8.434183673,103,64.47,12,20
5796,201617052,9.362523364,49,68.04,15,20
5797,201617054,8.448938053,228,677.33,90,20
5798,201617057,11.638,8,265.23,64,15
5799,201617058,12.06039216,53,362.95,98,15
5800,201617110,8.787228261,170,8.4,8,10
5801,201617111,11.36403226,36,26.6,6,10
5802,201617112,10.9883,70,189,36,15
5803,201617114,11.42509804,61,54.32,16,10
5804,201617115,9.417289157,61,99.54,25,10
5805,201617116,11.26791045,88,126.14,29,15
5806,201617117,10.30181347,206,33.32,28,10
5807,201617118,9.133397129,106,105.42,44,10
5808,201618010,11.04933333,5,76.23,15,20
5809,201618011,11.50375,12,14.56,3,20
5810,201618012,12.74542857,179,122.92,47,20
5811,201618013,14.934,27,295.89,70,10
5812,201618014,9.543137255,59,240.66,33,20
5813,201618015,8.007857143,66,80.43,37,20
5814,201618016,11.45,12,2.73,1,25
5815,201618018,9.854166667,18,249.76,34,30
5816,201618021,13.28630952,1,50.89,21,20
5817,201618023,17.17738095,6,10.99,3,20
5818,201618024,19.41411765,24,74.2,30,15
5819,201618025,10.27461538,19,331.59,57,20
5820,201618027,8.792222222,141,227.15,73,10
5821,201618028,7.791791045,106,149.03,73,10
5822,201618030,9.925643564,73,20.58,12,15
5823,201618031,10.79308824,120,93.03,15,20
5824,201618033,15.46111111,80,185.85,42,10
5825,201618034,9.308119658,73,307.86,85,20
5826,201618035,14.9,10,18.97,4,15
5827,201618039,11.1,2,206.99,29,20
5828,201618050,10.70649351,130,71.19,13,20
5829,201618051,10.125,31,121.31,22,20
5830,201618053,10.25,47,29.6,8,20
5831,201618054,8.1075,30,251.51,35,20
5832,201618056,10.73928571,4,32.69,5,20
5833,201618057,11.52691358,78,58.8,27,20
5834,201618059,11.79711864,23,198.87,51,20
5835,201618060,8.678490566,22,93.04,14,20
5836,201618061,8.135176471,25,233.31,48,15
5837,201618064,12.6372093,15,116.83,31,20
5838,201618066,13.175,98,149.94,26,10
5839,201618068,9.622727273,39,274.19,30,20
5840,201618069,12.60357143,3,73.08,8,10
5841,201618070,10.0380137,11,42.98,12,10
5842,201618071,16.705,8,21.28,4,10
5843,201618072,6.986666667,130,153.02,31,10
5844,201618073,10.68392405,189,58.87,17,10
5845,201618074,7.0125,28,131.6,60,10
5846,201618075,10.92929293,69,793.66,129,10
5847,201618077,11.26133333,9,31.92,12,10
5848,201618078,12.94545455,25,70.98,13,10
5849,201618079,10.71176471,56,724.23,99,10
5850,201618080,12.7347619,6,141.12,40,20
5851,201618081,9.621081081,148,116.2,33,20
5852,201618083,10.855,99,235.13,60,20
5853,201618084,10.88690909,32,139.51,45,15
5854,201618085,13.33571429,14,46.2,17,25
5855,201618086,11.20275229,141,13.72,6,30
5856,201618087,11.7419403,30,148.26,40,15
5857,201618088,11.9875,3,30.8,13,10
5858,201618089,12.85555556,3,177.03,60,15
5859,201618120,8.10270936,75,106.4,27,20
5860,201618121,7.836896552,8,3.81,2,20
5861,201618122,16.44375,7,213.57,31,15
5862,201618125,6.633333333,6,42.8,7,20
