姓名,赛季,球队,时间,投篮,命中,出手,三分,三分命中,三分出手,罚球,罚球命中,罚球出手,篮板,前场,后场,助攻,抢断,盖帽,失误,犯规,得分
Acie Law,09--10,TOT,32.0,1.0,7.0,12.0,1.0,1.0,3.0,1.0,7.0,7.0,3.0,2.0,3.0,4.0,5.0,1.0,5.0,3.0,22.0
Acie Law,09--10,CHI,32.0,1.0,7.0,12.0,0.5,1.0,3.0,1.0,7.0,7.0,3.0,2.0,3.0,4.0,1.0,0.0,5.0,2.0,22.0
Acie Law,09--10,CHA,8.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0
Acie Law,09--10,GSW,24.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,0.0,1.0,2.0,5.0,0.0,1.0,3.0,10.0
Acie Law,08--09,ATL,28.0,1.0,6.0,11.0,1.0,1.0,3.0,1.0,9.0,10.0,6.0,1.0,6.0,7.0,2.0,1.0,2.0,4.0,20.0
Acie Law,07--08,ATL,32.0,1.0,6.0,11.0,1.0,1.0,3.0,1.0,4.0,5.0,5.0,2.0,5.0,8.0,3.0,0.0,4.0,5.0,16.0
Priest Lauderdale,97--98,DEN,20.0,1.0,5.0,10.0,,0.0,0.0,1.0,6.0,8.0,7.0,3.0,6.0,3.0,2.0,3.0,5.0,5.0,16.0
Priest Lauderdale,96--97,ATL,20.0,1.0,6.0,9.0,0.0,0.0,1.0,1.0,2.0,4.0,5.0,3.0,5.0,4.0,1.0,1.0,4.0,4.0,14.0
Stephane Lasme,07--08,TOT,29.0,0.75,6.0,8.0,,0.0,0.0,1.0,5.0,6.0,9.0,6.0,4.0,1.0,2.0,3.0,4.0,4.0,12.0
Stephane Lasme,07--08,MIA,29.0,0.75,6.0,8.0,,0.0,0.0,1.0,5.0,6.0,9.0,6.0,4.0,1.0,2.0,3.0,4.0,4.0,12.0
Stephane Lasme,07--08,GSW,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rusty LaRue,03--04,GSW,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,3.0
Rusty LaRue,01--02,UTA,32.0,1.0,6.0,12.0,1.0,2.0,4.0,1.0,4.0,6.0,4.0,2.0,3.0,12.0,2.0,1.0,3.0,5.0,14.0
Rusty LaRue,99--00,CHI,46.0,0.429,6.0,14.0,0.28600000000000003,2.0,7.0,1.0,2.0,2.0,4.0,1.0,3.0,5.0,3.0,0.0,4.0,4.0,13.0
Rusty LaRue,98--99,CHI,46.0,1.0,6.0,11.0,1.0,4.0,6.0,1.0,4.0,4.0,7.0,1.0,6.0,9.0,5.0,1.0,4.0,5.0,15.0
Rusty LaRue,97--98,CHI,31.0,1.0,4.0,7.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,9.0
Dan Langhi,03--04,TOT,12.0,0.667,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,5.0
Dan Langhi,03--04,MIL,12.0,0.4,2.0,5.0,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0
Dan Langhi,03--04,GSW,7.0,0.667,2.0,3.0,,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0
Dan Langhi,02--03,PHO,24.0,1.0,5.0,12.0,1.0,2.0,3.0,1.0,3.0,4.0,8.0,2.0,7.0,3.0,2.0,1.0,2.0,5.0,11.0
Dan Langhi,01--02,HOU,30.0,1.0,8.0,14.0,0.5,1.0,2.0,1.0,2.0,2.0,8.0,5.0,6.0,4.0,2.0,1.0,1.0,3.0,17.0
Dan Langhi,00--01,HOU,31.0,1.0,5.0,11.0,0.0,0.0,1.0,1.0,4.0,5.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,13.0
Keith Langford,07--08,SAS,6.0,0.333,1.0,3.0,,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0
Trajan Langdon,01--02,CLE,24.0,1.0,9.0,13.0,1.0,4.0,7.0,1.0,7.0,7.0,7.0,2.0,5.0,6.0,3.0,2.0,5.0,4.0,24.0
Trajan Langdon,00--01,CLE,40.0,1.0,11.0,16.0,1.0,6.0,6.0,1.0,6.0,6.0,7.0,2.0,6.0,5.0,3.0,1.0,3.0,5.0,31.0
Trajan Langdon,99--00,CLE,27.0,1.0,3.0,11.0,1.0,3.0,6.0,1.0,4.0,4.0,4.0,1.0,3.0,3.0,2.0,0.0,2.0,4.0,12.0
James Lang,06--07,WAS,20.0,1.0,2.0,4.0,,0.0,0.0,0.75,3.0,4.0,4.0,2.0,3.0,2.0,0.0,3.0,1.0,4.0,7.0
Antonio Lang,99--00,TOT,14.0,1.0,1.0,3.0,,0.0,0.0,1.0,2.0,2.0,3.0,0.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0
Antonio Lang,99--00,PHI,3.0,1.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
Antonio Lang,99--00,TOR,14.0,0.0,0.0,3.0,,0.0,0.0,1.0,2.0,2.0,3.0,0.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0
Antonio Lang,98--99,CLE,22.0,1.0,2.0,2.0,,0.0,0.0,1.0,2.0,4.0,6.0,4.0,2.0,1.0,1.0,1.0,2.0,5.0,4.0
Antonio Lang,97--98,MIA,11.0,1.0,2.0,3.0,,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,6.0
Antonio Lang,96--97,CLE,33.0,1.0,7.0,10.0,0.0,0.0,1.0,1.0,4.0,4.0,8.0,4.0,8.0,4.0,3.0,3.0,4.0,5.0,14.0
Antonio Lang,95--96,CLE,24.0,1.0,6.0,7.0,0.0,0.0,1.0,1.0,3.0,5.0,6.0,3.0,5.0,2.0,2.0,2.0,3.0,5.0,14.0
Antonio Lang,94--95,PHO,15.0,1.0,2.0,3.0,,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,6.0
Andrew Lang,99--00,NYK,27.0,1.0,5.0,9.0,,0.0,0.0,0.5,2.0,4.0,10.0,4.0,6.0,1.0,3.0,2.0,1.0,5.0,10.0
Andrew Lang,98--99,CHI,34.0,1.0,5.0,13.0,,0.0,0.0,1.0,4.0,6.0,14.0,7.0,8.0,2.0,1.0,2.0,3.0,5.0,14.0
Andrew Lang,97--98,MIL,35.0,1.0,5.0,12.0,0.0,0.0,1.0,1.0,5.0,8.0,13.0,5.0,8.0,2.0,2.0,2.0,3.0,5.0,13.0
Andrew Lang,96--97,MIL,42.0,1.0,8.0,12.0,,0.0,0.0,1.0,6.0,8.0,14.0,7.0,9.0,3.0,3.0,4.0,4.0,6.0,19.0
Andrew Lang,95--96,TOT,45.0,0.875,14.0,20.0,1.0,1.0,1.0,1.0,9.0,9.0,14.0,7.0,10.0,4.0,3.0,8.0,6.0,6.0,29.0
Andrew Lang,95--96,MIN,42.0,0.875,10.0,17.0,1.0,1.0,1.0,1.0,6.0,9.0,14.0,6.0,10.0,1.0,2.0,8.0,3.0,5.0,21.0
Andrew Lang,95--96,ATL,45.0,0.737,14.0,20.0,0.0,0.0,1.0,1.0,9.0,9.0,13.0,7.0,10.0,4.0,3.0,7.0,6.0,6.0,29.0
Andrew Lang,94--95,ATL,47.0,1.0,9.0,15.0,1.0,1.0,1.0,1.0,7.0,8.0,13.0,5.0,10.0,4.0,4.0,6.0,5.0,6.0,21.0
Andrew Lang,93--94,ATL,39.0,1.0,10.0,13.0,1.0,1.0,1.0,1.0,5.0,6.0,12.0,7.0,7.0,3.0,3.0,4.0,5.0,6.0,20.0
Andrew Lang,92--93,PHI,45.0,1.0,8.0,17.0,1.0,1.0,1.0,1.0,7.0,8.0,20.0,7.0,14.0,3.0,3.0,6.0,5.0,6.0,18.0
Andrew Lang,91--92,PHO,46.0,1.0,9.0,15.0,0.0,0.0,1.0,1.0,5.0,8.0,19.0,8.0,11.0,3.0,3.0,8.0,4.0,6.0,21.0
Andrew Lang,90--91,PHO,33.0,1.0,6.0,7.0,0.0,0.0,1.0,1.0,7.0,8.0,12.0,5.0,8.0,4.0,1.0,7.0,3.0,6.0,16.0
Andrew Lang,89--90,PHO,29.0,1.0,5.0,8.0,,0.0,0.0,1.0,6.0,9.0,15.0,6.0,12.0,2.0,2.0,8.0,2.0,6.0,16.0
Andrew Lang,88--89,PHO,26.0,1.0,8.0,13.0,,0.0,0.0,1.0,5.0,7.0,9.0,4.0,6.0,2.0,3.0,3.0,3.0,6.0,21.0
Jerome Lane,92--93,CLE,21.0,1.0,4.0,9.0,,0.0,0.0,1.0,3.0,8.0,6.0,4.0,4.0,5.0,3.0,2.0,2.0,5.0,8.0
Jerome Lane,91--92,TOT,25.0,1.0,4.0,9.0,,0.0,0.0,1.0,2.0,5.0,12.0,7.0,5.0,4.0,1.0,1.0,3.0,5.0,10.0
Jerome Lane,91--92,MIL,5.0,1.0,1.0,1.0,,0.0,0.0,0.5,1.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0
Jerome Lane,91--92,IND,15.0,0.667,2.0,3.0,,0.0,0.0,0.0,0.0,4.0,12.0,7.0,5.0,4.0,0.0,0.0,2.0,4.0,4.0
Jerome Lane,91--92,DEN,25.0,0.5,4.0,9.0,,0.0,0.0,1.0,2.0,5.0,8.0,5.0,5.0,4.0,1.0,1.0,3.0,5.0,10.0
Jerome Lane,90--91,DEN,39.0,1.0,10.0,21.0,0.5,1.0,2.0,1.0,5.0,11.0,25.0,13.0,14.0,7.0,3.0,2.0,6.0,6.0,22.0
Jerome Lane,89--90,DEN,31.0,1.0,8.0,15.0,0.0,0.0,2.0,1.0,3.0,10.0,16.0,9.0,9.0,6.0,4.0,2.0,4.0,6.0,18.0
Jerome Lane,88--89,DEN,23.0,1.0,8.0,11.0,0.0,0.0,1.0,1.0,4.0,9.0,12.0,6.0,8.0,7.0,2.0,1.0,5.0,6.0,18.0
Marcus Landry,09--10,TOT,14.0,1.0,3.0,6.0,1.0,2.0,5.0,0.75,3.0,4.0,4.0,2.0,3.0,0.0,1.0,1.0,2.0,2.0,8.0
Marcus Landry,09--10,BOS,3.0,0.0,0.0,2.0,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Landry,09--10,NYK,14.0,1.0,3.0,6.0,1.0,2.0,5.0,0.75,3.0,4.0,4.0,2.0,3.0,0.0,1.0,1.0,2.0,2.0,8.0
Carl Landry,15--16,PHI,26.0,1.0,10.0,18.0,1.0,2.0,2.0,1.0,6.0,8.0,9.0,5.0,7.0,4.0,2.0,2.0,3.0,5.0,26.0
Carl Landry,14--15,SAC,37.0,1.0,7.0,14.0,,0.0,0.0,1.0,10.0,10.0,11.0,7.0,8.0,2.0,1.0,2.0,4.0,6.0,18.0
Carl Landry,13--14,SAC,26.0,1.0,4.0,8.0,,0.0,0.0,1.0,4.0,4.0,9.0,5.0,8.0,2.0,2.0,1.0,2.0,6.0,10.0
Carl Landry,12--13,GSW,38.0,1.0,11.0,16.0,1.0,1.0,1.0,1.0,10.0,12.0,14.0,6.0,10.0,4.0,3.0,2.0,5.0,5.0,25.0
Carl Landry,11--12,NOH,38.0,1.0,9.0,18.0,0.0,0.0,2.0,1.0,11.0,13.0,12.0,6.0,10.0,5.0,2.0,1.0,5.0,5.0,24.0
Carl Landry,10--11,TOT,44.0,1.0,9.0,18.0,0.0,0.0,1.0,1.0,10.0,11.0,12.0,7.0,8.0,3.0,3.0,3.0,7.0,6.0,24.0
Carl Landry,10--11,NOH,44.0,0.8,8.0,16.0,0.0,0.0,1.0,1.0,10.0,11.0,10.0,4.0,7.0,2.0,3.0,2.0,3.0,6.0,24.0
Carl Landry,10--11,SAC,40.0,1.0,9.0,18.0,0.0,0.0,1.0,1.0,8.0,10.0,12.0,7.0,8.0,3.0,3.0,3.0,7.0,5.0,23.0
Carl Landry,09--10,TOT,43.0,0.818,14.0,24.0,1.0,1.0,1.0,1.0,13.0,15.0,10.0,6.0,7.0,3.0,3.0,4.0,5.0,6.0,31.0
Carl Landry,09--10,SAC,43.0,0.7859999999999999,11.0,24.0,1.0,1.0,1.0,1.0,10.0,12.0,10.0,6.0,7.0,2.0,3.0,2.0,5.0,6.0,30.0
Carl Landry,09--10,HOU,38.0,0.818,14.0,23.0,,0.0,0.0,1.0,13.0,15.0,10.0,6.0,7.0,3.0,2.0,4.0,5.0,6.0,31.0
Carl Landry,08--09,HOU,32.0,1.0,8.0,14.0,1.0,1.0,1.0,1.0,10.0,11.0,11.0,5.0,7.0,3.0,4.0,4.0,4.0,5.0,22.0
Carl Landry,07--08,HOU,28.0,1.0,9.0,11.0,0.0,0.0,1.0,1.0,6.0,10.0,11.0,6.0,7.0,3.0,2.0,1.0,3.0,6.0,22.0
Sean Lampley,03--04,GSW,17.0,0.8,7.0,9.0,,0.0,0.0,1.0,5.0,5.0,6.0,1.0,5.0,1.0,0.0,1.0,1.0,1.0,14.0
Sean Lampley,02--03,MIA,31.0,1.0,8.0,12.0,0.0,0.0,1.0,1.0,7.0,8.0,9.0,3.0,7.0,4.0,2.0,1.0,3.0,4.0,18.0
Jim Lampley,86--87,PHI,16.0,0.333,1.0,3.0,,0.0,0.0,0.5,1.0,2.0,5.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,3.0
Maciej Lampe,05--06,TOT,9.0,0.5,1.0,5.0,,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0
Maciej Lampe,05--06,HOU,5.0,0.5,1.0,5.0,,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
Maciej Lampe,05--06,NOH,9.0,0.0,0.0,3.0,,0.0,0.0,,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0
Maciej Lampe,04--05,TOT,26.0,1.0,6.0,11.0,1.0,1.0,1.0,1.0,3.0,4.0,8.0,4.0,7.0,2.0,2.0,1.0,5.0,4.0,14.0
Maciej Lampe,04--05,NOH,26.0,1.0,6.0,11.0,0.0,0.0,1.0,1.0,2.0,2.0,8.0,3.0,7.0,2.0,2.0,1.0,2.0,4.0,14.0
Maciej Lampe,04--05,PHO,19.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,3.0,4.0,7.0,4.0,3.0,1.0,1.0,1.0,5.0,4.0,10.0
Maciej Lampe,03--04,PHO,29.0,1.0,6.0,15.0,0.0,0.0,2.0,1.0,5.0,6.0,7.0,3.0,6.0,2.0,1.0,1.0,2.0,5.0,17.0
Jeff Lamp,88--89,LAL,18.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,4.0,2.0,2.0,1.0,2.0,5.0,7.0
Jeff Lamp,87--88,LAL,3.0,,0.0,0.0,,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Jeff Lamp,85--86,TOT,36.0,1.0,10.0,16.0,1.0,2.0,3.0,1.0,7.0,9.0,8.0,4.0,6.0,6.0,2.0,2.0,3.0,6.0,25.0
Jeff Lamp,85--86,SAS,36.0,1.0,10.0,16.0,1.0,1.0,3.0,1.0,7.0,9.0,6.0,4.0,6.0,6.0,2.0,1.0,3.0,5.0,25.0
Jeff Lamp,85--86,MIL,34.0,1.0,8.0,14.0,1.0,2.0,2.0,1.0,7.0,7.0,8.0,3.0,6.0,5.0,2.0,2.0,2.0,6.0,23.0
Jeff Lamp,83--84,POR,,,,,,,,,,,,,,,,,,,
Jeff Lamp,82--83,POR,,,,,,,,,,,,,,,,,,,
Jeff Lamp,81--82,POR,,,,,,,,,,,,,,,,,,,
Bill Laimbeer,93--94,DET,36.0,0.75,12.0,17.0,1.0,1.0,2.0,1.0,4.0,5.0,9.0,2.0,8.0,6.0,2.0,2.0,3.0,5.0,26.0
Bill Laimbeer,92--93,DET,42.0,1.0,10.0,16.0,1.0,2.0,3.0,1.0,6.0,6.0,14.0,11.0,12.0,7.0,5.0,2.0,4.0,6.0,24.0
Bill Laimbeer,91--92,DET,43.0,0.857,12.0,19.0,1.0,4.0,6.0,1.0,4.0,5.0,12.0,5.0,11.0,6.0,4.0,3.0,5.0,5.0,26.0
Bill Laimbeer,90--91,DET,44.0,0.8,11.0,19.0,1.0,3.0,8.0,1.0,6.0,7.0,20.0,6.0,17.0,7.0,4.0,3.0,4.0,6.0,25.0
Bill Laimbeer,89--90,DET,43.0,0.875,11.0,19.0,1.0,5.0,8.0,1.0,10.0,12.0,23.0,6.0,18.0,5.0,3.0,4.0,5.0,6.0,31.0
Bill Laimbeer,88--89,DET,45.0,1.0,11.0,22.0,1.0,3.0,5.0,1.0,10.0,12.0,22.0,5.0,18.0,7.0,4.0,6.0,6.0,6.0,32.0
Bill Laimbeer,87--88,DET,45.0,0.727,14.0,23.0,1.0,2.0,3.0,1.0,9.0,12.0,18.0,7.0,16.0,8.0,4.0,4.0,5.0,6.0,30.0
Bill Laimbeer,86--87,DET,46.0,0.833,14.0,27.0,1.0,1.0,4.0,1.0,12.0,12.0,22.0,9.0,17.0,7.0,3.0,3.0,7.0,6.0,30.0
Bill Laimbeer,85--86,DET,45.0,0.8,13.0,24.0,1.0,1.0,2.0,1.0,12.0,12.0,24.0,9.0,20.0,5.0,4.0,4.0,6.0,6.0,29.0
Bill Laimbeer,84--85,DET,,,,,,,,,,,,,,,,,,,
Bill Laimbeer,83--84,DET,,,,,,,,,,,,,,,,,,,
Bill Laimbeer,82--83,DET,,,,,,,,,,,,,,,,,,,
Bill Laimbeer,81--82,TOT,,,,,,,,,,,,,,,,,,,
Bill Laimbeer,81--82,DET,,,,,,,,,,,,,,,,,,,
Bill Laimbeer,81--82,CLE,,,,,,,,,,,,,,,,,,,
Bill Laimbeer,80--81,CLE,,,,,,,,,,,,,,,,,,,
Raef LaFrentz,07--08,POR,22.0,1.0,4.0,7.0,0.0,0.0,1.0,1.0,2.0,3.0,11.0,5.0,6.0,1.0,2.0,3.0,2.0,5.0,10.0
Raef LaFrentz,06--07,POR,28.0,0.667,5.0,9.0,0.5,1.0,4.0,1.0,4.0,5.0,7.0,4.0,6.0,1.0,2.0,3.0,3.0,6.0,15.0
Raef LaFrentz,05--06,BOS,38.0,1.0,12.0,19.0,1.0,7.0,9.0,1.0,3.0,5.0,12.0,4.0,10.0,7.0,3.0,4.0,4.0,6.0,32.0
Raef LaFrentz,04--05,BOS,39.0,0.833,10.0,16.0,1.0,4.0,8.0,1.0,6.0,7.0,15.0,7.0,11.0,4.0,4.0,5.0,3.0,6.0,28.0
Raef LaFrentz,03--04,BOS,28.0,1.0,7.0,13.0,0.5,3.0,6.0,1.0,2.0,2.0,9.0,4.0,6.0,4.0,2.0,3.0,3.0,6.0,17.0
Raef LaFrentz,02--03,DAL,43.0,1.0,11.0,16.0,1.0,6.0,8.0,1.0,4.0,6.0,15.0,8.0,8.0,5.0,3.0,5.0,3.0,6.0,26.0
Raef LaFrentz,01--02,TOT,48.0,0.8,12.0,24.0,1.0,6.0,11.0,1.0,8.0,10.0,15.0,7.0,10.0,3.0,3.0,8.0,4.0,6.0,30.0
Raef LaFrentz,01--02,DAL,45.0,0.75,12.0,19.0,1.0,6.0,9.0,1.0,5.0,6.0,13.0,5.0,10.0,3.0,3.0,5.0,4.0,6.0,30.0
Raef LaFrentz,01--02,DEN,48.0,0.8,12.0,24.0,1.0,6.0,11.0,1.0,8.0,10.0,15.0,7.0,10.0,3.0,3.0,8.0,3.0,6.0,30.0
Raef LaFrentz,00--01,DEN,42.0,1.0,13.0,28.0,1.0,5.0,8.0,1.0,9.0,11.0,20.0,7.0,14.0,4.0,3.0,7.0,5.0,6.0,32.0
Raef LaFrentz,99--00,DEN,43.0,0.75,13.0,20.0,1.0,4.0,8.0,1.0,7.0,9.0,20.0,7.0,13.0,4.0,3.0,9.0,4.0,6.0,32.0
Raef LaFrentz,98--99,DEN,44.0,0.778,10.0,18.0,0.75,3.0,4.0,1.0,10.0,12.0,15.0,7.0,9.0,3.0,2.0,3.0,3.0,6.0,24.0
Oliver Lafayette,09--10,BOS,22.0,0.5,3.0,6.0,0.5,1.0,2.0,,0.0,0.0,4.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,7.0
Christian Laettner,04--05,MIA,27.0,1.0,10.0,13.0,1.0,1.0,1.0,1.0,4.0,4.0,8.0,4.0,7.0,3.0,3.0,3.0,4.0,5.0,23.0
Christian Laettner,03--04,WAS,40.0,1.0,7.0,16.0,1.0,1.0,3.0,1.0,5.0,6.0,15.0,8.0,12.0,9.0,4.0,5.0,5.0,6.0,17.0
Christian Laettner,02--03,WAS,49.0,1.0,9.0,18.0,1.0,1.0,2.0,1.0,7.0,7.0,18.0,6.0,15.0,9.0,3.0,3.0,4.0,5.0,21.0
Christian Laettner,01--02,WAS,45.0,1.0,13.0,17.0,1.0,1.0,1.0,1.0,5.0,6.0,16.0,7.0,10.0,9.0,5.0,3.0,5.0,6.0,29.0
Christian Laettner,00--01,TOT,42.0,1.0,10.0,17.0,1.0,1.0,1.0,1.0,10.0,12.0,14.0,6.0,8.0,5.0,4.0,4.0,6.0,6.0,26.0
Christian Laettner,00--01,WAS,42.0,0.778,10.0,17.0,1.0,1.0,1.0,1.0,10.0,12.0,11.0,6.0,6.0,5.0,4.0,4.0,6.0,5.0,26.0
Christian Laettner,00--01,DAL,31.0,1.0,8.0,17.0,1.0,1.0,1.0,1.0,5.0,6.0,14.0,6.0,8.0,5.0,4.0,2.0,5.0,6.0,17.0
Christian Laettner,99--00,DET,44.0,1.0,10.0,19.0,1.0,1.0,2.0,1.0,11.0,13.0,17.0,10.0,15.0,6.0,4.0,4.0,6.0,6.0,28.0
Christian Laettner,98--99,DET,31.0,1.0,6.0,12.0,0.5,1.0,2.0,1.0,9.0,10.0,9.0,5.0,6.0,5.0,3.0,4.0,3.0,5.0,17.0
Christian Laettner,97--98,ATL,51.0,1.0,9.0,22.0,1.0,1.0,2.0,1.0,11.0,12.0,13.0,7.0,9.0,6.0,5.0,4.0,7.0,6.0,25.0
Christian Laettner,96--97,ATL,51.0,0.733,12.0,23.0,1.0,3.0,5.0,1.0,12.0,13.0,16.0,8.0,11.0,8.0,5.0,3.0,7.0,6.0,37.0
Christian Laettner,95--96,TOT,47.0,0.889,11.0,22.0,1.0,1.0,3.0,1.0,12.0,14.0,14.0,7.0,9.0,9.0,5.0,4.0,7.0,6.0,29.0
Christian Laettner,95--96,ATL,45.0,0.889,10.0,19.0,0.0,0.0,1.0,1.0,10.0,10.0,14.0,7.0,9.0,5.0,3.0,4.0,6.0,6.0,28.0
Christian Laettner,95--96,MIN,47.0,0.727,11.0,22.0,1.0,1.0,3.0,1.0,12.0,14.0,12.0,6.0,9.0,9.0,5.0,4.0,7.0,6.0,29.0
Christian Laettner,94--95,MIN,48.0,0.889,10.0,20.0,1.0,1.0,3.0,1.0,12.0,14.0,16.0,7.0,11.0,8.0,6.0,3.0,8.0,6.0,26.0
Christian Laettner,93--94,MIN,47.0,1.0,11.0,25.0,1.0,1.0,3.0,1.0,13.0,21.0,15.0,7.0,12.0,9.0,6.0,5.0,10.0,6.0,29.0
Christian Laettner,92--93,MIN,51.0,0.8,12.0,25.0,1.0,1.0,2.0,1.0,18.0,20.0,19.0,8.0,17.0,8.0,5.0,5.0,10.0,6.0,35.0
Pete Myers,97--98,NYK,12.0,1.0,3.0,3.0,,0.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,7.0
Pete Myers,95--96,TOT,43.0,1.0,7.0,15.0,1.0,1.0,4.0,1.0,5.0,8.0,10.0,4.0,6.0,11.0,2.0,2.0,5.0,6.0,20.0
Pete Myers,95--96,CHH,36.0,1.0,3.0,8.0,1.0,1.0,2.0,1.0,5.0,8.0,10.0,4.0,6.0,6.0,2.0,2.0,3.0,5.0,9.0
Pete Myers,95--96,MIA,43.0,1.0,7.0,15.0,1.0,1.0,4.0,1.0,5.0,7.0,8.0,4.0,5.0,11.0,2.0,2.0,5.0,6.0,20.0
Pete Myers,94--95,CHI,39.0,1.0,6.0,8.0,1.0,1.0,2.0,1.0,4.0,6.0,10.0,6.0,5.0,6.0,5.0,2.0,5.0,6.0,14.0
Pete Myers,93--94,CHI,42.0,0.833,10.0,17.0,1.0,1.0,3.0,1.0,9.0,10.0,9.0,5.0,9.0,9.0,4.0,2.0,6.0,6.0,26.0
Pete Myers,90--91,SAS,21.0,1.0,3.0,7.0,0.0,0.0,1.0,1.0,5.0,6.0,8.0,2.0,8.0,7.0,2.0,2.0,4.0,5.0,8.0
Pete Myers,89--90,TOT,37.0,1.0,7.0,12.0,0.0,0.0,2.0,1.0,9.0,10.0,6.0,3.0,5.0,9.0,3.0,1.0,7.0,5.0,16.0
Pete Myers,89--90,NJN,37.0,0.7,7.0,12.0,0.0,0.0,2.0,1.0,9.0,10.0,6.0,3.0,5.0,9.0,2.0,1.0,7.0,5.0,16.0
Pete Myers,89--90,NYK,23.0,1.0,3.0,8.0,0.0,0.0,1.0,1.0,4.0,5.0,6.0,2.0,5.0,5.0,3.0,1.0,3.0,4.0,9.0
Pete Myers,88--89,TOT,25.0,1.0,4.0,7.0,0.0,0.0,1.0,1.0,4.0,6.0,5.0,3.0,4.0,7.0,3.0,1.0,3.0,5.0,10.0
Pete Myers,88--89,NYK,23.0,1.0,3.0,7.0,0.0,0.0,1.0,1.0,4.0,6.0,3.0,3.0,2.0,7.0,3.0,1.0,3.0,5.0,8.0
Pete Myers,88--89,PHI,25.0,1.0,4.0,7.0,,0.0,0.0,0.5,2.0,4.0,5.0,1.0,4.0,1.0,3.0,0.0,3.0,1.0,10.0
Pete Myers,87--88,SAS,31.0,1.0,6.0,11.0,0.0,0.0,1.0,1.0,5.0,9.0,5.0,3.0,4.0,7.0,3.0,1.0,5.0,4.0,15.0
Pete Myers,86--87,CHI,17.0,1.0,4.0,8.0,0.0,0.0,1.0,1.0,5.0,8.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,13.0
Martin Muursepp,97--98,DAL,37.0,1.0,10.0,17.0,1.0,3.0,6.0,1.0,8.0,10.0,14.0,7.0,9.0,3.0,3.0,3.0,6.0,6.0,24.0
Martin Muursepp,96--97,TOT,22.0,1.0,6.0,11.0,1.0,1.0,3.0,1.0,5.0,7.0,6.0,4.0,4.0,2.0,2.0,2.0,2.0,6.0,18.0
Martin Muursepp,96--97,DAL,22.0,1.0,6.0,11.0,1.0,1.0,3.0,1.0,5.0,7.0,6.0,4.0,4.0,2.0,2.0,2.0,2.0,6.0,18.0
Martin Muursepp,96--97,MIA,8.0,1.0,2.0,3.0,0.5,1.0,2.0,0.667,4.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0
Dikembe Mutombo,08--09,HOU,35.0,1.0,3.0,7.0,,0.0,0.0,0.8,4.0,5.0,15.0,5.0,10.0,0.0,0.0,4.0,2.0,4.0,10.0
Dikembe Mutombo,07--08,HOU,34.0,1.0,4.0,6.0,,0.0,0.0,1.0,5.0,6.0,13.0,5.0,12.0,2.0,2.0,5.0,2.0,4.0,11.0
